id,answer
CORP-TAX-011,"Abschreibungen auf den niedrigeren Teilwert einer Beteiligung an einem Gruppenmitglied sind grundsätzlich nicht abzugsfähig, da sie als nicht abzugsfähige Aufwendungen gelten. Die Regelung dazu findet sich im Körperschaftsteuergesetz 1988 (KStG 1988), wobei für die genaue Abgrenzung die Judikatur und Verwaltungspraxis maßgeblich sind."
CORP-TAX-012,"Eine Dividende einer ausländischen EU-Tochtergesellschaft wird unter bestimmten Voraussetzungen von der österreichischen Körperschaftsteuer befreit. Dies gilt, wenn die Beteiligung die Voraussetzungen der Mutter-Tochter-Richtlinie erfüllt und die Beteiligungshöhe sowie die Haltedauer (die hier mit 15% und 2 Jahren gegeben sind) den Bestimmungen entsprechen. Die einschlägige Rechtsnorm hierfür ist § 10 Abs. 1 Z 5 KStG 1988."
CORP-TAX-013,"§ 10 KStG bezieht sich auf die Befreiung von Beteiligungserträgen, während § 12 Abs. 1 Z 10 KStG ein Abzugsverbot für bestimmte Lizenzgebühren regelt. Beide Paragraphen können auf denselben Konzern anwendbar sein, da sie unterschiedliche Sachverhalte betreffen: Einerseits Einkünfte aus Beteiligungen und andererseits Ausgaben für bestimmte Lizenzgebühren."
CORP-TAX-014,"Der von Ihnen zur Verfügung gestellte Gesetzestext enthält keine Informationen zu den Voraussetzungen für eine internationale Schachtelbeteiligung. Der § 10 KStG 1988 erwähnt zwar ""internationale Schachtelbeteiligungen"" in einer Anmerkung, gibt aber keine Details zu deren Voraussetzungen an. Daher ist eine Beantwortung der Frage anhand der gegebenen Texte nicht möglich."
CORP-TAX-015,Veräußerungsgewinne aus internationalen Schachtelbeteiligungen können unter bestimmten Voraussetzungen von der Körperschaftsteuer befreit sein. Diese Befreiung ist in § 10 KStG 1988 geregelt. Die genauen Voraussetzungen hierfür sind im Gesetz und der zugehörigen Rechtsprechung detailliert festgelegt.
CORP-TAX-016,"Grundsätzlich sind Fremdfinanzierungszinsen für den Erwerb einer steuerbefreiten Beteiligung nicht als Betriebsausgabe abzugsfähig, da der Erwerb der Beteiligung selbst nicht zu einer sofortigen Betriebsausgabe führt. Dies folgt aus dem Grundsatz, dass Aufwendungen, die zur Erlangung von Einnahmen dienen, die steuerlich nicht erfasst werden, nicht als Betriebsausgabe abzugsfähig sind. Es können jedoch Ausnahmen bestehen, wenn die Finanzierung einen direkten Bezug zum laufenden Geschäftsbetrieb aufweist."
CORP-TAX-017,"§ 11 KStG regelt die allgemeinen Grundsätze des Abzugs von Betriebsausgaben, während § 12 KStG spezifische Beispiele für nicht abzugsfähige Ausgaben auflistet, wie z.B. Geschenke über einem bestimmten Wert. Die Unterscheidung liegt also darin, dass § 11 die allgemeinen Regeln festlegt und § 12 die Ausnahmen dazu konkretisiert."
CORP-TAX-018,"Freiwillige Spenden sind grundsätzlich nicht abzugsfähig, wenn sie an Körperschaften, Personenvereinigungen oder Vermögensmassen geleistet werden, die ausschließlich und unmittelbar gemeinnützigen Zwecken dienen. Dies ist in § 34 Abs. 1 BAO so festgelegt. Es gibt jedoch Ausnahmen und Regelungen für bestimmte Spendenarten, die auf Ebene der Einkommenssteuer, Körperschaftsteuer oder anderer Abgaben gesondert geregelt sind."
CORP-TAX-019,"Bei einer GmbH sind grundsätzlich Aufwendungen steuerlich nicht oder nur teilweise abzugsfähig, wenn sie nicht betrieblich veranlasst sind oder wenn spezielle Vorschriften dies vorsehen. EU-Geldbußen sind beispielsweise typischerweise nicht abzugsfähig, ebenso wie Spenden, sofern sie bestimmte Grenzen überschreiten oder nicht an begünstigte Empfänger geleistet werden. Die Abzugsfähigkeit von Aufsichtsratsvergütungen oder Lizenzgebühren hängt von verschiedenen Kriterien ab, einschließlich der Angemessenheit und möglicher Gewinnverlagerungseffekte, insbesondere bei konzernzugehörigen Gesellschaften mit geringer Steuerbelastung, was auf § 20 Abs. 1 Z 8 KStG hindeuten könnte."
CORP-TAX-020,"Lizenzgebühren an eine konzernzugehörige Gesellschaft sind in Österreich nicht abzugsfähig, wenn sie unangemessen hoch sind und somit die steuerliche Bemessungsgrundlage künstlich schmälern. Dies wird im Rahmen der Verrechnungspreisregeln, die sich aus der Generalklausel des § 22 BAO ergeben, geprüft. Ob eine solche Unangemessenheit vorliegt, wird anhand des Fremdvergleichsprinzips beurteilt."
CORP-TAX-021,"Bei rechnungslegungspflichtigen Körperschaften sind für die Gewinnermittlung die unternehmensrechtlichen Grundsätze ordnungsmäßiger Buchführung maßgebend, sofern keine zwingenden steuerrechtlichen Vorschriften abweichen. Dies regelt § 5 Abs. 1 EStG 1988. Die Ermittlung erfolgt also grundsätzlich nach der UGB-Methode."
CORP-TAX-022,"Wenn eine GmbH 60 % einer anderen GmbH von einem fremden Dritten erwirbt und eine Gruppe bilden möchte, sind primär die Bestimmungen zur Bildung von Unternehmensgruppen gemäß § 9 KStG zu prüfen. Hierbei ist insbesondere die finanzielle Verbundenheit zwischen den beteiligten Körperschaften sowie die Eignung als Gruppenmitglied oder Gruppenträger relevant."
CORP-TAX-023,"Wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt, sind grundsätzlich die unternehmensrechtlichen Grundsätze ordnungsmäßiger Buchführung maßgebend für die Gewinnermittlung, sofern keine zwingenden steuerrechtlichen Vorschriften abweichen (§ 5 Abs 1 EStG). Der Gewinn wird als Überschuss des Betriebsvermögens am Ende des Wirtschaftsjahres gegenüber dem Vorjahr ermittelt (§ 4 Abs 1 EStG). Bei der Gewinnverteilung sind gegebenenfalls die Regelungen nach § 21 EStG zu beachten, falls ein entsprechender Antrag gestellt wurde und die Voraussetzungen erfüllt sind."
CORP-TAX-024,"Der Gewinnermittlungszeitraum richtet sich nach dem Wirtschaftsjahr des Steuerpflichtigen, das in der Regel dem Kalenderjahr entspricht. Davon kann in der Regel nicht abgewichen werden, es sei denn, es liegen besondere Gründe vor, die eine Ausnahme rechtfertigen und steuerrechtlich anerkannt sind."
CORP-TAX-025,"Einlagen und Beiträge von Gesellschaftern bleiben bei der Ermittlung des Einkommens außer Ansatz, da sie nicht als Einkünfte der Gesellschaft gewertet werden. Dies ist in § 8 Abs. 1 KStG geregelt. Ausnahmen bei Forderungsverzichten sind jedoch steuerwirksam."
CORP-TAX-026,"Die Frage bezieht sich auf § 8 Abs. 4 Z 2 lit. b KStG, der im bereitgestellten Text nicht enthalten ist. Ohne Kenntnis dieser spezifischen Norm kann keine fundierte Antwort gegeben werden. Es ist daher nicht möglich zu beurteilen, unter welchen Voraussetzungen der Verlustabzug nicht auf 75 % begrenzt ist."
CORP-TAX-027,Der von Ihnen angegebene Text enthält keinen Paragraphen § 9 KStG oder dessen relevanten Inhalt zur Mindestbeteiligungsquote. Daher kann die Frage auf Basis des vorliegenden Materials nicht beantwortet werden.
CORP-TAX-028,Das Gesetz enthält keine explizite Mindestdauer für die finanzielle Verbindung eines Gruppenmitglieds. Die finanzielle Verbindung ist jedoch eine Voraussetzung für die Bildung einer Unternehmensgruppe gemäß § 9 Abs. 2 KStG 1988. Diese Verbindung muss während des gesamten Bestehens der Unternehmensgruppe aufrechterhalten werden.
CORP-TAX-029,"Diese Frage kann auf Basis der bereitgestellten Gesetzestexte nicht beantwortet werden. Die zitierten Paragraphen (§ 23a und § 24 EStG) beziehen sich auf Verluste bei kapitalistischen Mitunternehmern und Veräußerungsgewinne, nicht auf gruppeninterne Verrechnungen oder Teilwertabschreibungen auf Beteiligungen im Rahmen einer Unternehmensgruppe."
CORP-TAX-030,"Wenn eine österreichische Körperschaft in Österreich und Deutschland unbeschränkt steuerpflichtig ist und als Gruppenträger fungieren möchte, sind weitere Prüfungen notwendig. Gemäß § 103 Abs. 1 EStG können Steuerbefreiungen für wissenschaftlich oder forschend tätige Zuzügler gewährt werden, dies betrifft aber primär Einkommensteuer. Für Körperschaften wäre eine Prüfung nach § 118b BAO im Hinblick auf die Teilnahme an multilateralen Verfahren zur Bewertung grenzüberschreitender Risiken relevant."
CORP-TAX-031,"Der Begriff ""Vorgruppenverluste"" wird in den bereitgestellten Gesetzestexten nicht explizit definiert. Das KStG § 24a befasst sich mit Sondervorschriften für Unternehmensgruppen, jedoch ohne detaillierte Erläuterungen zu Verlusten, die vor der Gruppenzugehörigkeit entstanden sind. Ohne weitere Informationen aus relevanten Gesetzen ist eine präzise Antwort zur Behandlung von Vorgruppenverlusten innerhalb der Gruppe nicht möglich."
CORP-TAX-032,"Der vorliegende Text gibt keine Auskunft über die Verlustverrechnung zwischen inländischen und ausländischen Gruppenmitgliedern, da er sich primär mit Einkünften von Auslandsbeamten und Befreiungen für Pensionskassen beschäftigt. Daher können keine Unterschiede hinsichtlich Höhe, Grenze und Nachversteuerung genannt werden."
CORP-TAX-033,"Basierend auf den bereitgestellten Gesetzestexten lässt sich die Frage bezüglich internationaler Schachtelbeteiligungen und Kapitalerhöhungen nicht abschließend beantworten. Die Normen zum KStG § 6b und EStG § 108e, § 123, die erwähnt werden, betreffen andere steuerliche Sachverhalte wie Investitionsprämien, Mittelstandsfinanzierungsgesellschaften und Kapitalertragsteuern, nicht aber direkt die Einjahresfrist bei internationalen Schachtelbeteiligungen im Kontext von Kapitalerhöhungen."
CORP-TAX-034,Für die Veräußerung einer internationalen Schachtelbeteiligung durch eine Körperschaft sind § 10 KStG 1988 (Befreiung für Beteiligungserträge) und unter Umständen § 24 EStG 1988 (Veräußerungsgewinne) relevant. Die Berücksichtigung von Vorjahresverlusten kann sich aus Regelungen des Körperschaftsteuergesetzes ergeben. Die genaue Anwendung ist vom Einzelfall abhängig.
CORP-TAX-035,"Ja, eine Beteiligung von 8 % an einer deutschen GmbH kann unter bestimmten Voraussetzungen Anspruch auf die internationale Schachtelbegünstigung haben. Erfüllt die deutsche Gesellschaft die Voraussetzungen des Art. 2 der EU-Mutter-Tochter-Richtlinie, sind die darauf basierenden Gewinnanteile gemäß § 10 Abs. 1 Z 5 KStG 1988 von der österreichischen Körperschaftsteuer befreit. Die Dividende wäre dann grundsätzlich steuerfrei."
CORP-TAX-036,"Grundsätzlich sind Beteiligungserträge nach § 10 Abs. 1 KStG 1988 von der Körperschaftsteuer befreit. Ob diese Befreiung bei einem konzerninternen Weiterverkauf im Rahmen einer Umgründung zur Anwendung kommt und welche steuerlichen Auswirkungen dies hat, hängt von den genauen Umgründungsmodalitäten und der Erfüllung spezifischer Voraussetzungen ab."
CORP-TAX-037,"Gewinnanteile aus ausländischen Schachtelbeteiligungen sind trotz der grundsätzlichen Steuerbefreiung nach § 10 Abs. 1 Z 5 KStG steuerpflichtig, wenn die ausländische Gesellschaft nicht die Voraussetzungen des Art. 2 der EU-Mutter-Tochter-Richtlinie erfüllt. Dies gilt auch, wenn die Beteiligung nicht unter Z 7 des § 10 Abs. 1 KStG fällt."
CORP-TAX-038,"Nach § 11 KStG gelten für bestimmte Körperschaften unter anderem Aufwendungen im wirtschaftlichen Zusammenhang mit Einlagen und Beiträgen (§ 8 Abs. 1 KStG) sowie für Versicherungsunternehmen die Zuführungen zu versicherungstechnischen Rückstellungen und Rücklagen als Betriebsausgaben. Auch Zinsen für die Fremdfinanzierung des Erwerbs von Kapitalanteilen können abzugsfähig sein, soweit sie zum Betriebsvermögen zählen."
CORP-TAX-039,"Der Paragraph § 12 KStG regelt die Übertragung stiller Reserven, Übertragungsrücklage und steuerfreie Beträge. Die Frage, welche Steuern nicht als Betriebsausgaben abzugsfähig sind, lässt sich damit nicht beantworten. Es ist möglich, dass die Frage auf eine andere Rechtsnorm abzielt, oder dass die von Ihnen bereitgestellten Gesetzestexte nicht relevant für die Beantwortung sind."
CORP-TAX-040,"Die Abzugsfähigkeit von Zinsen für konzerninterne Beteiligungsfinanzierungen hängt von verschiedenen Faktoren ab, darunter die Art der Finanzierung und ob bestimmte Freibeträge oder Ausnahmen gelten. Ohne weitere Spezifikation der konkreten Umstände können keine abschließenden Aussagen getroffen werden. Es ist möglich, dass steuerliche Regelungen zur Verhinderung von Gewinnverlagerung eine Rolle spielen."
CORP-TAX-041,"Die Erfassung des Gewinns eines abweichenden Wirtschaftsjahres erfolgt im Veranlagungsjahr, das auf den letzten Tag dieses Wirtschaftsjahres fällt. Dies ergibt sich aus dem allgemeinen Prinzip der Einkommensteuerveranlagung, wonach Einkünfte dem Kalenderjahr zugeordnet werden, in dem sie zugeflossen sind oder wirtschaftlich zugegangen sind. Die konkrete gesetzliche Regelung hierzu findet sich im § 2 Abs. 4 EStG 1988."
CORP-TAX-042,Das Einkommen einer Körperschaft wird grundsätzlich als Summe der Einkünfte nach Abzug von Sonderausgaben ermittelt. Für bestimmte Körperschaften ist ein Freibetrag von maximal 10.000 Euro vorgesehen (§ 23 Abs. 1 KStG). Nicht genutzte Freibeträge können zehn Jahre vorgetragen und mit zukünftigen Einkünften verrechnet werden (§ 23 Abs. 2 KStG).
CORP-TAX-043,"Typischerweise sind die Normen der §§ 7-12 KStG bei der Überleitung vom Handelsbilanzgewinn zum steuerpflichtigen Einkommen einer rechnungslegungspflichtigen GmbH relevant, um nicht abzugsfähige Aufwendungen zu korrigieren. Der § 7 KStG regelt dabei insbesondere die Zulässigkeit von Betriebsausgaben. Die Grundlage hierfür bildet die Gewinnermittlung nach steuerlichen Grundsätzen, die grundsätzlich an die unternehmensrechtlichen Grundsätze ordnungsmäßiger Buchführung anknüpft (§ 5 Abs. 1 EStG)."
CORP-TAX-044,"Die Art der Einkommensverwendung, wie Ausschüttungen oder Entnahmen, hat keinen direkten Einfluss auf die Ermittlung des zu versteuernden Einkommens nach österreichischem Steuerrecht. Entscheidend sind vielmehr die Einkünfte aus den gesetzlich aufgezählten Einkunftsarten nach Abzug von Betriebsausgaben, Sonderausgaben und außergewöhnlichen Belastungen, wie in § 2 Abs. 2 EStG 1988 dargelegt. Bestimmte negative Einkünfte, wie jene aus Beteiligungen mit steuerlichem Vorteil im Vordergrund, sind zudem nicht ausgleichsfähig, gemäß § 105 Abs. 2a EStG 1988."
CORP-TAX-045,"Nach § 4 Abs. 1 EStG 1988 ist Gewinn der Unterschied zwischen Betriebsvermögen am Schluss des Wirtschaftsjahres und dem des Vorjahres.  § 21 und § 24 EStG 1988 regeln die Verteilung von Einkünften und Veräußerungsgewinne, enthalten aber keine spezifischen Regelungen zur unbegrenzten Verlustvortragsverrechnung für Körperschaften mit abweichendem Wirtschaftsjahr. Die Möglichkeit der unbegrenzten Verlustvortragsverrechnung bei Körperschaften ist nicht ausdrücklich in den vorliegenden Paragraphen geregelt und könnte anderen Bestimmungen unterliegen."
CORP-TAX-046,"Die von Ihnen gestellten Fragen beziehen sich auf spezifische Paragraphen des Körperschaftsteuergesetzes (KStG), die im bereitgestellten Kontext nicht enthalten sind. Daher kann ich keine fundierte Antwort geben und bitte um Verständnis."
CORP-TAX-047,"Nach einem Mantelkauf kann eine Körperschaft ihre Verluste grundsätzlich nicht mehr nutzen, da diese Verluste nicht mit Gewinnen eines neuen Geschäftsfeldes verrechnet werden können. Eine Ausnahme besteht, wenn die Verluste noch vortragsfähig sind und keine neuen Tätigkeiten aufgenommen werden, die die alte Verlustvortragsfähigkeit beeinträchtigen würden. Diese Regelung leitet sich aus den Grundsätzen zur Verlustverrechnung im Körperschaftsteuergesetz ab, spezifische Paragraphen hierzu sind jedoch im vorliegenden Text nicht genannt."
CORP-TAX-048,"Rückvergütungen von Erwerbs- und Wirtschaftsgenossenschaften, die nicht als angemessene Gegenleistung für die Übertragung von Wirtschaftsgütern gelten, sind nur unter bestimmten Voraussetzungen als Sonderausgaben abzugsfähig, sofern keine Betriebsausgaben vorliegen und der Zusammenhang wirtschaftlich bedeutungslos ist (§ 18 Abs. 1 Z 1 EStG 1988). Die genaue steuerliche Behandlung hängt von den Umständen des Einzelfalls ab."
CORP-TAX-049,"Wenn ein ausländisches Gruppenmitglied die Unternehmensgruppe verlässt und zuvor zugerechnete Verluste im Ausland noch nicht verrechnet wurden, sind diese Verluste steuerlich verloren und können nicht mehr in Österreich geltend gemacht werden. Dies ergibt sich aus der grundlegenden Regelung der Körperschaftsteuer, wonach Gewinne und Verluste in der Regel dem jeweiligen Rechtsträger zugeordnet werden. Es gibt keine explizite Regelung im KStG oder EStG, die eine Nachholung solcher nicht verrechneter Auslandverluste vorsieht, sobald das Gruppenmitglied ausgeschieden ist."
CORP-TAX-050,"Der Gesetzestext gibt keinen direkten Hinweis auf steuerliche Vorteile von Unternehmensgruppen. Die vorliegenden Paragraphen des KStG, UStG und EStG regeln spezifische Themen wie die Körperschaftsteuerbefreiung für Beteiligungserträge (§ 10 KStG), Umsatzsteuerbefreiungen für Finanzinstrumente (§ 15 UStG) und die Gewinnermittlung (§ 5 EStG)."
CORP-TAX-051,"Grundsätzlich kann eine Unternehmensgruppe nach § 9 Abs. 1 KStG gebildet werden, wobei das Ergebnis der Gruppenmitglieder dem Gruppenträger zugerechnet wird. Nach § 9 Abs. 2 KStG können sowohl unbeschränkt steuerpflichtige Kapitalgesellschaften als auch vergleichbare nicht unbeschränkt steuerpflichtige Körperschaften aus der EU als Gruppenmitglieder angehören. Die Zurechnung von Verlusten, insbesondere von Vorgruppenverlusten, unterliegt weiteren Regelungen und kann begrenzt sein."
CORP-TAX-052,"Eine Beteiligungsgemeinschaft kann laut § 9 Abs. 3 KStG 1988 grundsätzlich als Gruppenträger fungieren. Die Norm enthält jedoch keine spezifischen Mindestquoten für die Beteiligten, sondern bezieht sich auf die Definition von Gruppenmitgliedern gemäß § 9 Abs. 2 KStG 1988. Die genauen Beteiligungsverhältnisse sind im Rahmen der Bildung einer Unternehmensgruppe nach § 9 KStG 1988 zu prüfen."
CORP-TAX-053,"Nein, für die Steuerfreiheit inländischer Beteiligungserträge ist nach § 10 Abs. 1 KStG 1988 weder eine Mindestbeteiligungsquote noch eine Haltefrist vorgesehen. Dies gilt für Gewinnanteile aus Beteiligungen an inländischen Kapitalgesellschaften und Genossenschaften."
CORP-TAX-054,"Die ""Option zur Steuerwirksamkeit"" ist ein Begriff, der im österreichischen Steuerrecht nicht explizit als solcher vorkommt. Es gibt jedoch die Möglichkeit, unter bestimmten Voraussetzungen im Bereich der Körperschaftsteuer eine Option zur Steuerpflicht auszuüben, beispielsweise bei bestimmten Körperschaften, die sonst von der Körperschaftsteuer befreit wären. Die Ausübung einer solchen Option ist üblicherweise in den einschlägigen Gesetzen geregelt, hier wäre etwa § 2 Abs. 3 KStG relevant."
CORP-TAX-055,"Die Verlegung des Sitzes einer inländischen Tochtergesellschaft ins Ausland führt zu einer Entstehung einer internationalen Schachtelbeteiligung, da die Beteiligung dann nicht mehr inländisch ist. Die bisherigen stillen Reserven sind bei der Veräußerung des Anteils oder bei der Auflösung der Gesellschaft steuerpflichtig. Es gibt keine spezifische Regelung im Einkommensteuergesetz 1988, die eine Übertragung stiller Reserven in diesem Fall vorsieht."
CORP-TAX-056,Der Kontext enthält keine Informationen zur steuerlichen Behandlung von Zinsen für die Fremdfinanzierung einer Beteiligung. Daher kann die Frage nicht beantwortet werden.
CORP-TAX-057,"Bei nur teilweise steuerpflichtigen Körperschaften ist der Abzug von Betriebsausgaben nur insoweit zulässig, als sie mit den steuerpflichtigen Einkünften in wirtschaftlichem Zusammenhang stehen. Dies ergibt sich aus dem Grundsatz der Trennung von steuerpflichtigen und steuerfreien Einkünften und wird durch die einschlägigen Bestimmungen des Körperschaftsteuergesetzes (KStG 1988) und des Einkommensteuergesetzes (EStG 1988) geregelt, insbesondere im Hinblick auf die Gewinnermittlung. Eine spezifische Norm, die diesen Abzug explizit regelt, lässt sich jedoch aus den vorliegenden Gesetzestexten nicht direkt entnehmen, aber die Prinzipien der Gewinnermittlung (vgl. § 5 Abs. 1 EStG 1988) und der Körperschaftsteuerpflicht (§ 3 KStG 1988) implizieren diese Einschränkung."
CORP-TAX-058,"Es scheint, dass die bereitgestellten Gesetzestexte keine direkte Antwort auf die Frage bezüglich Einschränkungen des Betriebsausgabenabzugs bei einer nur teilweise steuerpflichtigen Körperschaft enthalten. Die Texte befassen sich primär mit der Definition der Körperschaftsteuerpflicht und der Gewinnermittlung. Daher kann keine Rechtsnorm zur Einschränkung des Betriebsausgabenabzugs genannt werden."
CORP-TAX-059,"Grundsätzlich sind von Gerichten oder Verwaltungsbehörden verhängte Strafen nach österreichischem Steuerrecht nicht steuerlich abzugsfähig. Gemäß § 12 des Einkommensteuergesetzes (EStG) sind Betriebsausgaben oder Werbungskosten, die die Lebensführung der steuerpflichtigen Person oder ihre persönlichen Verhältnisse mit sich bringen und die mit ihrer Lebensführung zusammenhängen, nicht abzugsfähig. Strafen fallen typischerweise in diese Kategorie, da sie Sanktionen für Fehlverhalten darstellen und nicht betrieblich veranlasst sind."
CORP-TAX-060,"Aufsichtsratsvergütungen werden als Einkünfte aus selbständiger Arbeit behandelt, sofern sie nicht unter die Lohnsteuer fallen. Dies ergibt sich aus der allgemeinen Regelung des § 2 Abs. 2 EStG 1988, wonach Einkünfte, die nicht einer anderen Einkunftsart zugeordnet sind, als selbständige Arbeit gelten. Die steuerliche Behandlung ist im § 41 EStG 1988 für lohnsteuerpflichtige Einkünfte geregelt."
TAX-INTL-001,"Nein, die Anmietung einer Wohnung in Wien begründet nicht automatisch eine unbeschränkte Steuerpflicht in Österreich. Eine unbeschränkte Steuerpflicht tritt in der Regel nur bei einem Wohnsitz oder gewöhnlichen Aufenthalt in Österreich ein.

Die Wiener Wohnung könnte unter bestimmten Umständen als Betriebsstätte für Zwecke des Steuerabzuges vom Arbeitslohn gelten, wenn sie vom Arbeitgeber unterhalten wird und der Ausübung der Tätigkeit dient (§ 81 EStG 1988). Für die unbeschränkte Steuerpflicht ist jedoch primär der persönliche Lebensmittelpunkt entscheidend."
TAX-INTL-002,"Ja, der italienische Investor ist in Österreich beschränkt steuerpflichtig. Gemäß § 1 Abs. 2 EStG unterliegen Einkünfte aus Vermietung und Verpachtung in Österreich bei Personen ohne Wohnsitz oder gewöhnlichen Aufenthalt im Inland der beschränkten Steuerpflicht."
TAX-INTL-003,"Für die Entstehung einer unbeschränkten Steuerpflicht ist in Österreich ein Wohnsitz oder gewöhnlicher Aufenthalt erforderlich. Die reine Anwesenheit von sieben Monaten begründet nicht automatisch eine solche Verpflichtung, insbesondere wenn keine feste Wohnung unterhalten wird. Dies ist im Einkommensteuergesetz 1988 geregelt."
TAX-INTL-004,"Nein, die Wiener Zweitwohnung allein führt nicht zur unbeschränkten Steuerpflicht, da sie nicht die Dauer von mehr als einem Monat erfüllt. Gemäß § 81 Abs. 1 EStG 1988 gilt eine feste örtliche Anlage oder Einrichtung als Betriebsstätte für Zwecke des Steuerabzuges vom Arbeitslohn nur, wenn sie für die Dauer von mehr als einem Monat unterhalten wird. Da die Managerin die Wohnung nur 50 Tage nutzt, liegt diese Voraussetzung nicht vor."
TAX-INTL-005,"Ja, der Österreicher behält grundsätzlich einen inländischen Wohnsitz. Ein Wohnsitz besteht dort, wo eine Wohnung unter Umständen beibehalten und benutzt wird, die auf eine dauerhafte Nutzung schließen lassen (§ 26 Abs. 1 BAO). Da die Familienwohnung in Wien unverändert bestehen bleibt und von seiner Ehefrau und dem minderjährigen Kind weiterhin bewohnt wird, sind diese Umstände gegeben."
TAX-INTL-006,"Eine leerstehende, unmöblierte Wohnung begründet keinen Wohnsitz im Sinne der Abgabenvorschriften, wenn keine Umstände darauf schließen lassen, dass die Wohnung beibehalten und benutzt wird. Gemäß § 26 Abs. 1 BAO ist für die Annahme eines Wohnsitzes erforderlich, dass eine Wohnung unter Umständen innegehalten wird, die auf eine zukünftige Benutzung schließen lassen."
