id,answer
CORP-TAX-029,"Nein, Vorgruppenverluste aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe können nicht mit dem Gruppengewinn verrechnet werden (UmgrStG 1991 §15).

### Zitierungen:

- UmgrStG 1991 §15
- UmgrStG 1991 Art4
- UmgrStG 1991 §12
- UmgrStG 1991 Art1"
CORP-TAX-030,"Die österreichische Körperschaft kann als Gruppenträger fungieren, wenn die Bedingungen der Mutter/Tochter-RL (Art. 2) und der EWR (Art. 34) erfüllt sind. Die Steuerpflichtigkeit in Deutschland kann durch die Mutter/Tochter-RL (Art. 2) vermindert werden. (31990L0435, 32011L0096)

Wenn die Bedingungen nicht erfüllt sind, kann die Steuerpflichtigkeit in Deutschland nicht vermindert werden. (61989CC0355, DHSS / Barr and Montrose Holdings Schlussantrag)

Die Steuerpflichtigkeit in Österreich bleibt unverändert. (EWR-Abk Art28)"
CORP-TAX-031,"Vorgruppenverluste sind Verluste, die von einer Gruppe von Steuerpflichtigen, die in einer Vorgruppe zusammengefasst sind, erlitten werden. Sie werden innerhalb der Gruppe nach dem Prinzip der Verlustverteilung aufgeteilt.

(§ 4 Abs 1 EWR-Abk, § 1 Abs 1 MRG, § 1 Abs 1 WFG Tir 1991)"
CORP-TAX-032,"Bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied unterscheiden sich die Höhe, die Grenze und die Nachversteuerung.

- Höhe: Die Verlustverrechnung zwischen inländischen Gruppenmitgliedern ist bis zu 100% möglich, während die Verlustverrechnung mit ausländischen Gruppenmitgliedern auf 50% beschränkt ist (§ 12 EStG-D 1934).
- Grenze: Die Verlustverrechnung mit ausländischen Gruppenmitgliedern ist nur möglich, wenn die ausländische Gesellschaft mindestens 25% an der inländischen Gesellschaft hält (§ 4 Abs 3a Z3 lita EStG 1988).
- Nachversteuerung: Die Nachversteuerung ist bei Verlustverrechnung mit ausländischen Gruppenmitgliedern möglich, wenn die ausländische Gesellschaft in einem Steuerabkommen mit Österreich steht (§ 4 Abs 2 lita Z3 EStG 1988).

Bei der Verlustverrechnung mit ausländischen Gruppenmitgliedern ist zud"
CORP-TAX-033,"Ja, die Einjahresfrist gilt auch für Anteile aus Kapitalerhöhungen bei internationalen Schachtelbeteiligungen (§ 25 UmgrStG 1991).

### Zusätzliche Information:

Die Einjahresfrist beträgt ein Jahr ab dem Zeitpunkt der Erhebung des Kapitals (Art 1 UmgrStG 1991).
Die Kapitalerhöhung ist eine Maßnahme, die zur Verbesserung der Lage der Gesellschaft dient (Art 2 UmgrStG 1991).
Die Kapitalerhöhung kann auch durch die Ausgabe von Aktien erfolgen (§ 23 UmgrStG 1991)."
CORP-TAX-034,"Die Veräußerung einer internationalen Schachtelbeteiligung ist einschlägig nach dem UmwG 1996 §1 und dem UmgrStG 1991.
Bei Vorjahresverlusten gelten die Bestimmungen des GewStG §1 Abs1 und §4 Abs1.

### Zitierungen:

- UmwG 1996 §1
- UmgrStG 1991
- GewStG §1 Abs1
- GewStG §4 Abs1"
CORP-TAX-035,"Ja, eine Beteiligung von 8 % an einer deutschen GmbH kann Anspruch auf die internationale Schachtelbegünstigung haben, wenn die Beteiligung an einer ausländischen Gesellschaft besteht und die Beteiligung an der deutschen GmbH nicht mehr als 50 % beträgt (§ 4 Abs 1 EStG 1988).

Die Dividende ist jedoch nicht steuerfrei, da die internationale Schachtelbegünstigung nur auf die Steuerlast auf die Dividende angewendet werden kann, nicht auf die Dividende selbst (§ 4 Abs 2 EStG 1988)."
CORP-TAX-036,"Die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung kann zur Vermeidung von Doppelbesteuerung führen (§ 4 Abs 1 UmgrStG 1991). Die Steuerwirksamkeit ergibt sich jedoch nur, wenn die Voraussetzungen des § 5 UmgrStG 1991 erfüllt sind."
CORP-TAX-037,"Gewinnanteile aus ausländischen Schachtelbeteiligungen sind steuerpflichtig, wenn sie im Jahr der Erhebung mindestens 50.000 Euro betragen (§ 10 Z5 KStG 1988) oder wenn sie im Jahr der Erhebung mehr als 50 Prozent der Gewinne aus allen Schachtelbeteiligungen ausmachen (§ 10 Abs 3 KStG 1988). Gewinnanteile aus Schachtelbeteiligungen, die nicht im Jahr der Erhebung mehr als 50 Prozent der Gewinne aus allen Schachtelbeteiligungen ausmachen, sind steuerfrei, wenn sie im Jahr der Erhebung weniger als 100.000 Euro betragen (§ 10 Abs 1 Z3 KStG 1988). Gewinnanteile aus Schachtelbeteiligungen, die im Jahr der Erhebung mehr als 50 Prozent der Gewinne aus allen Schachtelbeteiligungen ausmachen, sind steuerpflichtig, wenn sie im Jahr der Erhebung mehr als 50.000 Euro betragen (§ 10 Z5 K"
CORP-TAX-038,"Nach § 11 Abs 2 KStG gelten Betriebsausgaben als Aufwendungen, die für die Erzielung von Einkünften aus dem Betrieb erforderlich sind.

### Zitierung:

(§ 11 Abs 2 KStG)"
CORP-TAX-039,"Nach § 12 Abs 3 KStG sind Betriebsausgaben nicht abzugsfähig, wenn sie für die Erhebung von Einkommensteuer oder für die Erhebung von Umsatzsteuer bestimmt sind (§ 12 Abs 2 KStG).

### Zusätzliche Information:

Nach § 12 Abs 1 KStG sind Betriebsausgaben allgemein abzugsfähig, es sei denn, sie sind nach § 12 Abs 1 Z 2 KStG ausdrücklich ausgeschlossen."
CORP-TAX-040,"Zinsen für konzerninterne Beteiligungsfinanzierungen sind nicht abzugsfähig, wenn sie nicht auf eine wirtschaftliche Tätigkeit abzweigen und nicht auf eine wirtschaftliche Tätigkeit der Beteiligung erbracht werden (§ 23 UmgrStG 1991).

Zusätzlich muss die Beteiligung mindestens 10% an der Einkommensrechnung des Steuerpflichtigen haben (§ 15 UmgrStG 1991).

Weiterhin muss die Beteiligung nicht als Fremdkapital ausgestattet sein (InvFG 1993).

Zinsen, die auf eine wirtschaftliche Tätigkeit abzweigen und auf eine wirtschaftliche Tätigkeit der Beteiligung erbracht werden, sind abzugsfähig (§ 4 UmgrStG 1991)."
CORP-TAX-041,"Der Gewinn eines abweichenden Wirtschaftsjahres wird im Veranlagungsjahr nach dem DurchschnittssatzV Gewinnermittlung 2001/II/054 §1 erfasst.

### Zitierung:

(§ 1 DurchschnittssatzV Gewinnermittlung 2001/II/054)"
CORP-TAX-042,"Das Einkommen einer Körperschaft wird nach dem Einkommensteuergesetz (EStG) berechnet.
Abzüge sind z.B. die Körperschaftssteuer (§ 4 Abs 1 EStG 1988) und die Abzugssumme für Investitionen (§ 3 EStG 1988 Bewertung bestimmter Sachbezüge 2002).
Weitere Abzüge sind z.B. die Abzugssumme für Erwachsenenbildung (ErwachsenenbildungFG 1973) und die Abzugssumme für Rentenansprüche (31998L0049 Rentenansprüche-RL)."
CORP-TAX-043,"Die Überleitung vom Handelsbilanzgewinn zur Steuerpflicht findet gemäß § 7 Abs 1 KStG statt.
Dabei werden die Gewinne nach § 7 Abs 2, 3, 4, 5 KStG berechnet.
Bei der Berechnung sind die §§ 7 Abs 1, 2, 3, 4, 5 KStG relevant.

(§ 7 Abs 1, 2, 3, 4, 5 KStG 1988)"
CORP-TAX-044,"Nein, die Werbungskostenabschreibung kann nur auf das Einkommen aus"
CORP-TAX-045,"Nein, eine Körperschaft darf ihre Verlustvorträge nur bis zum Betrag des Jahresgewinns des jeweiligen Wirtschaftsjahrs verrechnen (§ 4 Abs 12 EStG 1988).

### Zusätzliche Informationen:

Die Verrechnung von Verlustvorträgen mit dem Jahresgewinn ist nur möglich, wenn das Wirtschaftsjahr des Jahres, in dem die Verlustvorträge entstehen, nicht länger als ein Jahr dauert (§ 4 Abs 7 idF 1996/201 EStG 1988).

Die Verrechnung von Verlustvorträgen mit dem Jahresgewinn ist nur möglich, wenn die Verlustvorträge aus einem Wirtschaftsjahr stammen, das nicht vor dem Wirtschaftsjahr liegt, in dem die Verrechnung erfolgt (§ 4 Abs 12 Z3 EStG 1988).

Die Verrechnung von Verlustvorträgen mit dem Jahresgewinn ist nur möglich, wenn die Verlustvorträge aus einem Wirtschaftsjahr stammen, das nicht länger als fünf Jahre zurückliegt"
CORP-TAX-046,"Beide Regelungen betreffen Verluste, jedoch unterscheiden sie sich in der Art des Verlustes und der Voraussetzungen.

Mantelkauf (§ 8 KStG):
- Verluste aus einem Geschäft, das nach dem Verkauf nicht mehr weitergeführt wird.
- Verluste werden auf den Verkäufer übertragen.

Verlustvorträge bei Ausscheiden aus einer Gruppe (§ 9 KStG):
- Verluste, die bei Ausscheiden aus einer Gruppe entstehen.
- Verlustvorträge werden nicht auf den Ausscheidenden übertragen, sondern auf die verbleibende Gruppe verteilt.

(§ 8 KStG, § 9 KStG)"
CORP-TAX-047,"Eine Körperschaft kann ihre Verluste grundsätzlich nicht mehr nutzen, weil sie nach dem Umwandlungssteuergesetz 1991 §1 (UmgrStG 1991 §1) eine Mantelgesellschaft ist. Eine Ausnahme besteht, wenn die Körperschaft nach dem Umwandlungssteuergesetz 1991 Art1 (UmgrStG 1991 Art1) eine Mantelgesellschaft ist, die nach dem Kapitalertragsteuergesetz 1988 §24 Abs2 (KStG 1988 §24 Abs2) eine Kapitalgesellschaft ist."
CORP-TAX-048,"Rückvergütungen von Erwerbs- und Wirtschaftsgenossenschaften gelten als Einkommensverwendung, wenn sie nicht als Vergütung für Leistungen erbracht werden, sondern als Vergütung für die Verwendung von Vermögen (§ 1 Z7 DSVWK 2001).

### Zitierung:

(§ 1 Z7 DurchschnittssatzV Werbungskosten 2001)"
CORP-TAX-049,"Die Verluste bleiben im Ausland verrechnet, da die Unternehmensgruppe nicht mehr besteht (DBAbk USA 1998 Art17).
Die Verluste werden nicht mehr im Steuerheft der Unternehmensgruppe berücksichtigt (DBAbk Malaysia 1990 Art22 Abs2 litb).
Die Verluste können jedoch im Steuerheft der verbleibenden Gruppenmitglieder berücksichtigt werden, wenn sie die Verluste übernommen haben (DBAbk BRD 1955).
Die Verluste können auch im Steuerheft der verbleibenden Gruppenmitglieder berücksichtigt werden, wenn sie die Verluste übernommen haben, um die Verluste zu vermeiden (EWR-Abk Art34).
Die Verluste können im Steuerheft der verbleibenden Gruppenmitglieder berücksichtigt werden, wenn sie die Verluste übernommen haben, um die Mutter/Tochter-RL Art2 zu nutzen (31990L0435 Mutter/Tochter-RL Art2)."
CORP-TAX-050,"Eine Unternehmensgruppe bietet im Vergleich zur isolierten Besteuerung einen steuerlichen Vorteil durch die Möglichkeit der Verwendung von Verlustausgleichungen und der Verwendung von Verlustkonten für die Steuerung der Gewinn- und Verlustverteilung innerhalb der Gruppe (§ 24 Abs 3 Z1, § 24 Abs 4 Z1, § 24 Abs 5 Z5 KStG 1988).

### Zitierungen:

- § 24 Abs 3 Z1 KStG 1988
- § 24 Abs 4 Z1 KStG 1988
- § 24 Abs 5 Z5 KStG 1988"
CORP-TAX-051,"Für eine Unternehmensgruppe mit inländischem Gruppenträger gelten die Bestimmungen des § 7 KStG (Gruppenverlust) und des § 7 Abs 3 KStG (Gruppenverlustbegrenzung).

Die profitablen Inlandstochter unterliegen den Bestimmungen des § 7 Abs 4 KStG (Gruppenverlustbegrenzung).

Die Verlusttochter im Inland unterliegen den Bestimmungen des § 7 Abs 1 KStG (Gruppenverlust).

Die Verlusttochter in der EU unterliegen den Bestimmungen des § 7 Abs 1 Z1 UmgrStG 1991 (Gruppenverlustbegrenzung).

(§ 7–12 KStG, § 7 Abs 1 Z1 UmgrStG 1991)"
CORP-TAX-052,"Bei der Umwandlung einer Beteiligungsgemeinschaft in eine GmbH kann es zu Steuerfolgen kommen, z.B. Steuerverluste bei der Umwandlung von Beteiligungsgemeinschaftsanteilen (AktG 1965 §98 Abs1). Die Steuerfolgen hängen von den Umständen ab (UGB §1)."
CORP-TAX-053,"Ja, es gibt eine Mindestbeteiligungsquote von 10% und eine Haltefrist von mindestens 2 Jahren (§ 4 Abs 1 EStG 1988, Art 4 Kapital Ansammlungs-RL indirekte Steuern).

### Zusätzliche Informationen:

- Die Steuerfreiheit gilt nur für Beteiligungen an österreichischen Unternehmen (Art 5 Abs 1 lita Kapital Ansammlungs-RL indirekte Steuern).
- Die Steuerfreiheit ist auf einen Betrag von 300.000 Euro pro Unternehmen beschränkt (Art 5 Abs 1 litc Kapital Ansammlungs-RL indirekte Steuern).
- Die Steuerfreiheit kann durch die Art 10 Kapital Ansammlungs-RL indirekte Steuern eingeschränkt werden, wenn die Beteiligung an einem Unternehmen im Rahmen einer Steuerplanung erworben wurde (Art 10 Kapital Ansammlungs-RL indirekte Steuern)."
CORP-TAX-054,"Die Option zur Steuerwirksamkeit ist eine Möglichkeit, die in bestimmten Fällen den Steuerpflichtigen erlaubt, die Steuerwirksamkeit einer Transaktion zu bestimmen. Sie wird ausgeübt, indem der Steuerpflichtige eine entsprechende Erklärung abgibt, in der er angibt, welche Transaktion er für steuerwirksam hält.

Quelle:
- 61993CJ0279 Schumacker VORAB
- 61999CJ0339 Energie Steiermark Holding VORAB
- 31969L0335 Kapital Ansammlungs-RL indirekte Steuern Art4
- 61995CJ0250 Futura Participations VORAB"
CORP-TAX-055,"Die stillen Reserven einer inländischen Tochtergesellschaft bleiben unverändert, wenn sie sich ins Ausland verlagert (§ 4 Abs 1 EStG 1988).
Das Auslandskapital der Tochtergesellschaft wird jedoch als internationale Schachtelbeteiligung betrachtet und kann Steuerfolgen haben (DBAbk BRD 1955, DBAbk Malaysia 1990 Art22 Abs2 litb, DBAbk USA 1998 Art17).

### Zitierungen:

- § 4 Abs 1 EStG 1988
- DBAbk BRD 1955
- DBAbk Malaysia 1990 Art22 Abs2 litb
- DBAbk USA 1998 Art17"
CORP-TAX-056,"(a) Zinsen für Fremdfinanzierung einer Beteiligung durch einen konzernfremden Verkäufer sind nach InvFG 1993 §1 als Zinsen auf Fremdkapital zu behandeln und sind steuerlich nicht absetzbar (§ 24 Abs 2 KStG 1988).

(b) Zinsen für Fremdfinanzierung einer Beteiligung durch die Muttergesellschaft werden nach UmgrStG 1991 §25 als Zinsen auf Eigenkapital behandelt und sind steuerlich absetzbar (§ 1 InvFG 1993)."
CORP-TAX-057,Die Betriebsausg
CORP-TAX-058,"Eine Körperschaft, die nur teilweise steuerpflichtig ist, darf nur den Betriebsausgabenabzug für die steuerpflichtigen Einnahmen beanspruchen. (§ 1 Abs 4 EStG 1988 Forschungsfreibeträge 2002)"
CORP-TAX-059,"Nur bestimmte Strafen sind steuerlich abzugsfähig, z.B. Strafen wegen Steuerstraftaten (FinStrG §114). Allgemeine Strafen sind nicht abzugsfähig (FinStrG §115).

### Zitierungen:

- Finanzstrafgesetz (FinStrG) §114
- Finanzstrafgesetz (FinStrG) §115"
CORP-TAX-060,"Aufsichtsratsvergütungen werden nach EuroG 2002 §4 als Einkommensteuerpflichtig behandelt.

### Zitierung:

(§ 4 Abs 1 EStG 1988)"
