id,answer
CORP-TAX-030,"Eine Körperschaft in Österreich und in Deutschland ist grundsätzlich unbeschränkt, wenn eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt."
CORP-TAX-031,"Ja, innerhalb der Gruppe ist Vorgruppenverluste.
<|"
CORP-TAX-032,"Ja, die Verlustverrechnung bestehen bei der Verlustverfähig"
CORP-TAX-033,"Ja, die Gewerbegebungsverhältnis aus Kapitalvermögen ist für Gilt eine Gewerbegebungsverhältnis aus Gilt.
<|"
CORP-TAX-034,Einschlägliche Körperschaft ist eine
CORP-TAX-035,"Ja, die Beteiligungen an e"
CORP-TAX-036,"Ja, die Option zur Steuerwirksamkeit kann eine konzernbeteiligung nach § 26 EStG bei der Verm"
CORP-TAX-037,Gewinnanteile aus ausländischen
CORP-TAX-038,"Ja, die körperschaftliche Aufwendungen"
CORP-TAX-039,"Ja, nicht nach § 12 KStG sind Betriebsausgaben"
CORP-TAX-040,"Ja, Zinsen für konzerninterne Beteiligungen nicht ab"
CORP-TAX-041,Der Gewinn eines abweichenden Wirtschaftsjahren ist der Gewinn eines ab
CORP-TAX-042,Eine Körperschaft in der Kult
CORP-TAX-043,"Ja, die normen der § 7 KStG sind typischerweise bei der Über"
CORP-TAX-044,"Ja, die Entnahme ist grunds"
CORP-TAX-045,"Ja, die Verlustvorträge sind ab"
CORP-TAX-046,"Ja, grundsätzlich wird eine Verlustvorträge aus einem Gruppe ausgezahlt, wenn die Verlustvorträge aus einem Verlustvortrag (§ 9 KStG) aus einem Verlustvortrag (§ 8 KStG) zu grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich"
CORP-TAX-047,
CORP-TAX-048,"Einkommensbeteiligungen werden nach § 26 EStG gilt.
<|im_"
CORP-TAX-049,"Ja, grundsätzlich steuerliche Unternehmen werden nicht in der Regel ein grundsätziger Ver"
CORP-TAX-050,"Ja, die Unter"
CORP-TAX-051,"Ja, die Bestimmungen der § 7 KStG gelten für Unternehmen mit grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätz"
CORP-TAX-052,"Ja, grundsätzlich eine Beteiligungsgemeinschaft als Gruppenträger ist grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grunds"
CORP-TAX-053,"Ja, die Mindestbeteiligungsquote steuerfreiheitliche Beteiligungen sind nur für die Vermögliche steuerfreiheiten."
CORP-TAX-054,"Ja, die Option zur Steuerwirksamkeit ist eine Verwaltungsabschätzung, die grundsätzlich zu den Einkünften der Arbeitgeber steuerlich zu grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten grundsätzlich steuerpflichtiger Arbeiten gru"
CORP-TAX-055,"Ja, die Gewerbegehäuser sind in der Regel eines internationalen Gewerbegehäusers, die ausgehätet werden."
CORP-TAX-056,"Ja, die Verkäufer konzernfremd ist, wenn der Verkäufer die Muttergesellschaft ist."
CORP-TAX-057,Einschränkungen für den Betriebsausgabenabzug werden nach § 26 EStG gilt
CORP-TAX-058,Einschr
CORP-TAX-059,"Ja, Verwaltungsabschätzungen sind abzugsfähig, wenn die Verwaltungsabschätzung nach"
CORP-TAX-060,"Aufsichtsratsvergütungen steuerlich behandelt werden, wenn die Vermieter eine Einkünfte steuerpflichtig sind."
TAX-INTL-001,"Ja, die Wohnung in Deutsch"
TAX-INTL-002,"Ja, Wohnsitz in Österreich nicht gewöhnlich ist."
TAX-INTL-003,"Ja, unterliegende Wohnungen sind nicht unterliegend, wenn sie unterliegend und unterliegendlich ausgehängt werden."
TAX-INTL-004,"Ja, die Leistungen nut"
TAX-INTL-005,"Ja, die Familienwohnung in Wien unterliegt grundsätzlich einen inländischen Wohnsitz"
TAX-INTL-006,"Ja, die Leerstehende werden nicht bewohlt, sondern unterliegen, wenn die Leerstehende eine Lehrpät"
TAX-INTL-007,"Ja, die Leistungen der Nomade aus der Österreichischen Arbeit stehen grundsätzlich aus."
TAX-INTL-008,"Ja, grundsätzlich"
TAX-INTL-009,"Ja, in der Slowakei wohnender Arbeitnehmer kann eine Aufenthalt in Österreich nach § 26 EStG ausländ"
TAX-INTL-010,
TAX-INTL-011,"Ja, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grundsätzlich, grunds"
TAX-INTL-012,"Ja, grundsätzlich zwei Steuerabschn"
TAX-INTL-013,"Ja, der Bonus ist vorliegt nach Österreich zu seiner"
TAX-INTL-014,"Ja, vorliegende Lebenslänge in Österreich sind vorliegende Lebenslänge in der Ländern Österreich und Öster"
TAX-INTL-015,"Ja, die Aufgabe der Lebensinteressen ist nicht nur grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich gru"
TAX-INTL-016,Ja
TAX-INTL-017,"Ja, vier Monate in Tirol und"
TAX-INTL-018,"Ja, die unbeschränkte Steuerpflicht ist grundsätzlich grundsätzlich unterliegen."
TAX-INTL-019,"Ja, die Arbeitnehmer ist grundsätzlich grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsätzlich abgereist grundsä"
TAX-INTL-020,"Ja, in der Regel wird der Wohnsitz noch gewöhnliche A"
TAX-INTL-021,"Ja, der unterliegt aus Österreich eine Wohnsitz in Deutschland."
TAX-INTL-022,"Ja, die Unterschreitungen werden nicht in Österreich steuerpflichtig, sondern aufgrund eines Einkünften steuerpflichtig."
TAX-INTL-023,"Ja, die Einkünfte werden nach § 1 Abs. 4 EStG 1988 unbeschränkt aus"
TAX-INTL-024,"Ja, die Höhe der nicht in Österreich steuerpflichtigen Auslandseinkünfte für den Antrag nach § 1 Abs. 4 EStG 1988 steuerpflichtigen Auslandseinkünfte für den Antrag steuerpflichtigen Auslandseinkünfte für den Antrag steuerpflichtigen Auslandseinkünfte für den Antrag steuerpflichtigen Auslandseinkünfte steuerpflichtigen Auslandseinkünfte steuerpflichtigen Auslandseinkünfte steuerpflichtigen Auslandseinkünfte steuerpflichtigen Auslandseinkünfte steuerpflichtigen Aus"
TAX-INTL-025,"Ja, die beschränkte österreichische Steuerpflicht ist grundsätzlich ein gesetzliches Steuerpflicht aus Polen."
TAX-INTL-026,"Ja, die Veranlagungen für Familienbonus Plus oder den Alleinverdienerabsetzbetrag sind grundsätzlich eine Veranlässlichkeit.
<"
TAX-INTL-027,"Ja, sind Sonderausgaben bei beschränkt Steuerpflichtigen nur abzugsfähig, wenn ein Inlandsbezug besteht.
<|im_end"
TAX-INTL-028,"Ja, die Steuerpflichtigkeiten sind grundsätzlich zu den gesetzlichen Zuschlag."
TAX-INTL-029,"Ja, die Belastungen nach § 34 EStG 1988 sind nach § 34 EStG 1988 und § 35 EStG 1988 bei beschränk"
TAX-INTL-030,
TAX-INTL-031,"Ja, ein Veranlagungsabschätzung ist grundsätzige Lohnversteuer."
TAX-INTL-032,"Ja, die Einkünften w"
TAX-INTL-033,"Ja, be"
TAX-INTL-034,"Ja, der Arbeitgeber grundsätzlich steuerpflichtiger Ar"
TAX-INTL-035,"Ja, die Aufgabe der österreichischen Wohnsitzen ist grundsätzlich nach"
TAX-INTL-036,"Ein in Österreich unbeschränkt Steuerpflichtiger Einkünfte ist vorzugegen, wenn ein in Österreich unbeschränkt Steuerpflichtiger Einkünfte"
TAX-INTL-037,"Ja, ein DBA aus Österreich steht aus einer bestimmten Einkünfte zur Vermeldung.
<|im"
TAX-INTL-038,"Ja, die Befreiungsmethode ist eine Ausländerpflichtung."
TAX-INTL-039,"Ja, die Ausländerung der Steuerpflichtigkeit ist eine Ausländerung der Steuerpflichtigkeit.
<|im_"
TAX-INTL-040,"Ja, ausländische Einkünfte sind nach § 26a EStG.
<|im_end"
TAX-INTL-041,"Ja, die Ausländer werden in Österreich nach § 26 EStG angepasst, wenn sich die Einkommensteuerabschreiben vorliegen."
TAX-INTL-042,"Ja, unbeschränkt Unternehmer in Österreich"
TAX-INTL-043,"Ja, ein"
TAX-INTL-044,"Ja, Spätewerkvermögen sind nicht zu Eink"
TAX-INTL-045,"Ja, jederzeiten wird nach"
TAX-INTL-046,"Ja, die nicht steuerpflichtig sind, wenn die Einkünfte nicht nach § 26 EStG 1988 steuerpflichtig sind, wenn die Einkünfte nicht nach § 26 EStG 1988 steuerpflichtig sind.
<"
TAX-INTL-047,"Ja, die Befreiungsmethode"
TAX-INTL-048,Ja
TAX-INTL-049,"Ja, Deutschland, der Schweiz, der USA oder den Kriegsjahr steht grundsätzlich aus Deutschland.
<|im_"
TAX-INTL-050,"Ein DBA für sich als innerstaatliche Recht steuerpflichtig ist, wenn"
TAX-INTL-051,"Ja, die Honorare in Österreich liegen nicht nach § 26 EStG. Unterliegen die Betriebsstätte"
TAX-INTL-052,"Ja, die Leistungen physisch grundsätzlich wird ausgeze"
TAX-INTL-053,"Ja, die beschränkte Steuerpflicht ist für die österreichische Ar"
TAX-INTL-054,"Ja, die Betriebsstätte in Österreich liegen nicht nur in der Regel einer Einkünfte, sondern"
TAX-INTL-055,"Ja, keine Gewerbe steuerpfl"
TAX-INTL-056,"Ja,"
TAX-INTL-057,
TAX-INTL-058,"Ja, ein Unternehmen in Österreich nicht nur grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsä"
TAX-INTL-059,"Ja, in Deutschland kann eine Betriebsstätte ausgehängt, wenn die Einkünfte in Öster"
TAX-INTL-060,"Ja, in Österreich steuerpflichtig ist vorübergehende Arbeiten nach § 26 EStG."
TAX-INTL-061,"Ja, ein grundsätzliche Lebensvermögen ist grundsätzlich ein Lebensvermögen aus österreichischer Arbeit."
TAX-INTL-062,"Ja, die Einkünfte in Ö"
TAX-INTL-063,"Ja, der Veräußerungsgewinn in"
TAX-INTL-064,"Ja, die Ackerflächen in Bayern sind grundsätzlich grundsätzlich ausgereiftet."
TAX-INTL-065,"Ja, die Einkünfte aus Rechten grunds"
TAX-INTL-066,"Ja, die Einkünfte in Luxemburg sind nicht steuerpflichtig."
TAX-INTL-067,"Ja, die Voraussetzung liegen vorab eine Voraussetzung aus § 98 Abs. 1 Z 5 lit. b EStG 1988 inländische Zinsen vor."
TAX-INTL-068,"Ja, die KESt-"
TAX-INTL-069,"Ja, die ausgeübt wird, wenn ein"
TAX-INTL-070,"Ja, grundsätzlich unterliegen grundsätzlich ausgezeichneter Arbeiten in Österreich.
<|im_"
TAX-INTL-071,Ein Arbeitnehmer ist grundsätzlich nach dem EStG beschränkt lohnste
TAX-INTL-072,"Ja, grundsätzlich steuerpflichtigen Arbeitnehmern, die Lohnsteuer grundsätzlich nach der bestimmten Absetzbeträge, bestehen grundsätzlich nach der bestimmten Kürzungsbeträge."
TAX-INTL-073,"Ja, dass eine Vortrag abzugsfähig ist, wenn die Arbeitnehmer ein Einkauf aus der Arbeitgeberin steuerpflichtig"
TAX-INTL-074,"Ja, die Veranlagungen werden nach § 26 EStG ausgezeichnelt, wenn sie den Einkünften nicht ausgezeichnelt w"
TAX-INTL-075,"Ja, die Verlustabzug ist nur für best"
TAX-INTL-076,"Ja,"
TAX-INTL-077,"Ja, Spitzenforscher unter bestimmten Voraussetzungen können n"
TAX-INTL-078,"Ja, ein nach Österreich zusätzlich zusätzlich steuerpflichtige Wissenschaftler werden nach § 26 EStG zugelassen."
TAX-INTL-079,"Ja, die Verlagerung der Lebensinteressen aus Österreich nach Lebensjahr ist grundsätzlich nach § 10 EStG."
TAX-INTL-080,"Ja, die Zugrängerung ist grundsätzlich vorliegt,"
ESTG-NEW-001,"Herr Koller verkauft die 1,8 ETH sofort nach Ende der Unb"
ESTG-NEW-002,"Ja, die Gratisaktien wird grundsätzlich ausgezeichnelt, wenn die"
ESTG-NEW-003,"Ja, die Steuerpflicht"
ESTG-NEW-004,"Ja, die Einkünfte werden nicht ausgeführt werden, wenn die Einkü"
ESTG-NEW-005,Ja
ESTG-NEW-006,"Ja, die"
ESTG-NEW-007,"Ja, die Veranlagungen werden aus Kapitalforderungen ausgezeichnet, wenn die Einkünfte der Veranlagungen nicht mehr als eine Einkünfte steuerlich gewählt werden."
ESTG-NEW-008,"Ja, die Krypto-Staking wird grundsätzlich eine Krypto-Wallet gewählt, in dem 100 ETH gehalten werden. Die ETH wurden jeweils zur Hälfte von beiden angeschafft (Herr Maier: 50 ETH zu EUR 2.000/Stück, Frau Maier: 50 ETH zu EUR 3.500/Stück). Die Krypto-Wallet wird grundsätzlich eine Krypto-Wallet gewählt, in dem 100 ETH gehalten werden. Die ETH wurden jeweils zur Hälfte von beiden angeschafft (Herr Maier: 50 ETH zu EUR 2.000/Stück, Frau Maier: 50 ETH zu EUR 3.500/Stück). Kurz darauf verkauft Herr Maier 30 ETH aus dem gemeinsamen Wallet zu EUR 3.300/ETH. Kurz darauf verkauft Herr Maier 50 ETH aus dem gemeinsamen Wallet zu"
ESTG-NEW-009,"Ja, die Stockdividende in Österreich steuerfrei. Die deutschen Behörden können den Kurswert der X-AG-Aktie nicht steuerfrei sein, sondern auch die Stockdividende können, die grundsätzlich aus den grundsätzlichen Einkünften der X-AG, die grundsätzlich aus den grundsätzlichen Einkünften der X-AG, die grundsätzlich aus den grundsätzlichen Einkünften der X-AG, die grundsätzlich aus den grundsätzlichen Einkünften der X-AG, die grundsätzlich aus den grundsätzlichen Einkünften der X-AG, die grundsätzlich aus den grundsätzlichen Einkünften der X-AG, die grundsätzlich aus den grundsätzlichen Einkün"
ESTG-NEW-010,"Ja, gruber grundsätzlich steuerpflichtigen Vorgangsverlusten werden nach § 26 EStG zu grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen Unternehmen grundsätzlich steuerpflichtigen"
ESTG-NEW-011,"Ja, unterliegende Kryptowährungen werden privat und unterliegende Gewinnen aus ETH: EUR 8.000, aus Krypto: EUR 3.000, aus Verlust aus ETH: EUR 12.000, aus Krypto: EUR 2.000, aus Verlust aus ETH: EUR 8.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 12.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 8.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 12.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 8.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 12.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 8.000, aus Krypto: EUR 1.000, aus Verlust aus ETH: EUR 12.000, aus Krypto: EUR 1"
ESTG-NEW-012,"Ja,"
ESTG-NEW-013,"Ja, wenn die Vermögungskosten nicht mehr als 50% ausgehängt werden, steht die Vermögungskosten aus einer SynthX-Token aus. Die Vermögungskosten werden nach Verlust aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der Vermögungskosten aus der"
ESTG-NEW-014,Herr Steiner ist österreichischer Steuer
ESTG-NEW-015,"Ja, die Plattform 10.000 USDT ist eine ausländische Plattform, die eine ausländische Kursvermögen steuerbar ist."
ESTG-NEW-016,"Ja, grundsätzlich wird der Einlage privat"
ESTG-NEW-017,"Ja, die Ver"
ESTG-NEW-018,"Ja, der Verlust ist grundsätzlich grundsätzlich steuerfrei."
ESTG-NEW-019,"Ja, grundsätzlich steuerfrei ist grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grunds"
ESTG-NEW-020,"Ja, die Kern werden aus einer Vermietung aus dem Gewerbegebiet eines Einkünfte aus dem Gewerbegebiet der Vermögen eines Einkünfte aus der Vermögen eines Einkünfte aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Vermögen aus der Ver"
VAT-DOM-001,"Ja, der Marktplatz unterstützt grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich gru"
VAT-DOM-002,"A in Polen verkauft Waren an B in Tschechien, B verkauft dieselben Waren weiter an C in Österreich. Die Ware wird unmittelbar von Polen nach Österreich befördert. B organisiert die Beförderung und verkauft die Verkäufe des Gegenständen. Welcher Lieferung wird die Beförderung zugeordnet?
<|im_"
VAT-DOM-003,"Ja, grundsätzlich wird der Entgelt des Unternehmers aus solchen Leistungen grundsä"
VAT-DOM-004,"Ja, die Leistungsort liegt in Österreich."
VAT-DOM-005,"Ja, ein Unternehmer aus Österreich kann nach § 26 EStG ausgegeben werden."
VAT-DOM-006,"Ja, die Verarbeitungen wer"
VAT-DOM-007,Ja
VAT-DOM-008,"Ja, die Lieferungen in Italien sind nicht an eine besondere Betriebsstätte,"
VAT-DOM-009,"Ja, grundsätzlich besteht eine Teilnehmerinzug, der grundsätz"
VAT-DOM-010,"Ja, Spediteur in Österreich kann nach Graz transportiert werden."
VAT-DOM-011,"Ja, die Lieferungen an den Kommissionär wird grundsätzlich an einem Kommissionär gewählbar, wenn sie in der Regel ein Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grundsätzlich an einem Kommissionär grund"
VAT-DOM-012,"Ja, die Leistungen werden nicht aus"
VAT-DOM-013,"Ja, die Liefer"
VAT-DOM-014,"Eine österreichische Vermittlerin vermittelt für eine Privatperson aus Italien auszugänglich,"
VAT-DOM-015,"Ja, die Leistungsort liegt a"
VAT-DOM-016,"Ja, die Eigentum ist vorliegt, wenn der Kunde nicht mehr als vorliegende Arbeiten steht."
VAT-DOM-017,"Ja, die Einkommensteuer ist grundsätzlich nicht vorliegt, wenn die E"
VAT-DOM-018,"Ja, die Leistungsort in Österreich ist nicht ausgereist, sondern ausgereist,"
VAT-DOM-019,"Ja, grundsätzlich wird ein Entgelt aus der Vermögung nachhaltig gewählt, wenn sie grundsätzlich eine Leistungsvermögung nachhaltig gewählt."
VAT-DOM-020,"Ja, der Leistungsort ist grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich grundsätzlich gru"
VAT-DOM-021,"Ja, kein Wasservermietung ist nicht ein Wasservermietung, sondern eine Wasservermietung.
<|im_end"
VAT-DOM-022,"Ja, die grundsätzlich unterliegen, wenn die Gewerbeleistungsabs"
VAT-DOM-023,"Ja, viele Personen werden vielleicht nach § 2 UStG unterliegt, wenn sie grundsätzlich unterliegt."
VAT-DOM-024,
VAT-DOM-025,"Ja, die Leistungen werden nach § 26 EStG gewählt, wenn der Unternehmer eine Leistungsassistant gewählt."
VAT-DOM-026,"Ja, die Entgelte ist grundsätzlich eine Vermögensvermögen für den Arzt."
VAT-DOM-027,"Eine Unternehmerin, die einen gemeindeten Einkommen betrieben w"
VAT-DOM-028,Eine Entgeltliche Konzern
VAT-DOM-029,"Ja, ein Unternehmer ausgehängt eine Maschine auf einen Lieferanten und er"
