id,instruction,input,output
JWR_2010150156_20140424X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Der Mitbeteiligte beantragte im Rahmen seiner Erklärung zur Arbeitnehmerveranlagung 2002 die Zuerkennung des ""großen"" Pendlerpauschales gemäß § 16 Abs. 1 Z 6 lit. c EStG 1988. Hierzu gab er die Fahrtstrecke zwischen Wohnort und Arbeitsstätte mit 77 Kilometer und die Benützung des schnellsten öffentlichen Verkehrsmittels als unzumutbar an. Der Mitbeteiligte beantragte im Rahmen seiner Erklärung zur Arbeitnehmerveranlagung 2002 die Zuerkennung des ""großen"" Pendlerpauschales gemäß Paragraph 16, Absatz eins, Ziffer 6, Litera c, EStG 1988. Hierzu gab er die Fahrtstrecke zwischen Wohnort und Arbeitsstätte mit 77 Kilometer und die Benützung des schnellsten öffentlichen Verkehrsmittels als unzumutbar an. Im Einkommensteuerbescheid 2002 stellte das beschwerdeführende Finanzamt fest, dass auf der Fahrtstrecke zwischen Wohnort und Arbeitsstätte die Benützung öffentlicher Verkehrsmittel möglich und zumutbar sei (Wegzeit unter zweieinhalb Stunden), sodass nur das kleine Pendlerpauschale für eine Wegstrecke ab 60 Kilometer berücksichtigt werden könne. Der Mitbeteiligte berief gegen den Einkommensteuerbescheid 2002 und beantragte die Zuerkennung des erhöhten Pendlerpauschales. Das Finanzamt erließ eine abweisende Berufungsvorentscheidung und legte die Berufung über Antrag des Mitbeteiligten der belangten Behörde vor. Mit Fragenvorhalt gab die belangte Behörde dem Mitbeteiligten bekannt, dass das Finanzamt unter Heranziehung von Fahrplanauskünften und Berücksichtigung des Vorbringens, wonach ein Arbeitsbeginn spätestens um sieben Uhr erforderlich, ein Arbeitsbeginn vor sieben Uhr aber möglich sei, die Wegzeit wie folgt ermittelt habe: Wegstrecke Wohnung - Bahnhof (ca. 3 km, mit eigenem PKW) 10 min Umsteigevorgang Pkw - Zug 5 min Bahnhof - Bahnhaltestelle S, ""(REX 5005. S3), 04:55 - 06:19 Uhr"" 91 min Bahnhaltestelle S - Arbeitsplatz (Fußmarsch, ca. 300 m) 10 min Gesamtzeit 116 min Gleichzeitig forderte die belangte Behörde den Mitbeteiligten auf, etwaige Einwendungen gegen die Wegz",; EStG 1988 §16 Abs1 Z6
JWR_2009130259_20130320X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Bei der Beschwerdeführerin, einer Gesellschaft mit beschränkter Haftung, fand eine abgabenbehördliche Prüfung statt, über deren Ergebnis der Prüfer in seinem Bericht vom 12. Juni 2003 Feststellungen traf, aus denen im verwaltungsgerichtlichen Verfahren 1. die Beurteilung einer im Dezember 2000 erfolgten Forderungsabtretung als Forderungsverzicht und damit im Zusammenhang stehende verdeckte Ausschüttungen (in Form von ""Entnahmen"" 2000 bis 2002) an den Gesellschafter Paul H sowie 2. die steuerliche Behandlung von Aufwendungen, Erlösen und Vorsteuern für eine Villa (im Folgenden: Villa H), die von der Beschwerdeführerin an den Gesellschafter Paul H vermietet wurde, und damit im Zusammenhang stehende verdeckte Ausschüttungen an den Gesellschafter Paul H noch strittig sind. 1. Forderungsabtretung/Forderungsverzicht Das Stammkapital der Beschwerdeführerin (Tochter) wurde zu Beginn des Streitzeitraumes zu 98% von der T GmbH (Mutter) gehalten, an der die S AG (Großmutter) zu 100% beteiligt war. Die Tätigkeit der Beschwerdeführerin bestand in der Verwertung von Liegenschaften, die durch Darlehen ihrer Großmutter, einer Bank, finanziert wurden. Im Dezember 2000 trat die S AG ein der Beschwerdeführerin gewährtes ""Großmutterdarlehen"" von 49,000.000 S um 100.000 S an Paul H ab, der gleichzeitig mit der Forderung auch 5% des Stammkapitals der Beschwerdeführerin erworben hat. Das verbleibende Stammkapital wurde von Elisabeth H, der Ehefrau von Paul H, übernommen. In Bezug auf die besagten Vorgänge liegt in den Verwaltungsakten die nachstehend auszugsweise wiedergegebene Vereinbarung zwischen der S AG, T GmbH sowie Elisabeth und Paul H ein: ""I. Mit Abtretungsvertrag vom heutigen Tag haben (Elisabeth und Paul H) sämtliche Geschäftsanteile der (Beschwerdeführerin) erworben. II. römisch zwei. Mit Zessionsvereinbarung vom heutigen Tag hat Paul (H) das Großmutterdarlehen der (S AG) an die (Beschwerdeführerin) in der Höhe von S 49,000.000,-- erworben. III. römisch drei. Die (Beschwerdef",; EStG 1988 §30; EStG 1988 §4 Abs1; EStG 1988 §6; EStG 1988 §93 Abs2 Z1 lita; KStG 1988 §7 Abs2; KStG 1988 §8 Abs2
JWR_2008150199_20080924X03,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Mit dem im Instanzenzug ergangenen angefochtenen Bescheid wurden die Anträge des Beschwerdeführers vom 6. November 2006 auf Gewährung der Familienbeihilfe ab Oktober 2006 für sein Kind D., geboren am 28. Oktober 2006, und vom 6. Februar 2007 auf Gewährung der Familienbeihilfe ab Jänner 2007 für das Kind J., geboren am 28. Februar 1997, sowie für das Kind R., geboren am 27. November 1993, abgewiesen. Der Beschwerdeführer, ein Staatsangehöriger der Republik Serbien, sei am 11. Dezember 1998 nach Österreich eingereist. Er habe über Ersuchen des Finanzamtes für sich eine ""Niederlassungsbewilligung (beschränkt) bis 31. Mai 2007"" und für seine Ehefrau eine ""vorläufige Aufenthaltsberechtigung Republik Österreich, Bundesasylamt, Bescheinigung gemäß § 19 AsylG mit der Gültigkeitsdauer vom 1. Oktober 2002 bis zum rechtskräftigen Abschluss des Asylverfahrens"" vorgelegt. Für die Kinder habe er keinen rechtmäßigen Aufenthaltstitel vorlegen können. Nach dem vorgelegten Bescheid des Bundesasylsamtes, Außenstelle Graz, vom 2. Oktober 2002, seien die Asylanträge seiner Ehefrau und der beiden älteren Kinder (vom 18. September 2002) gemäß § 7 AsylG 1997 abgewiesen und die Zurückweisungen, Zurückschiebungen oder Abschiebungen dieser Personen in den Kosovo gemäß § 8 AsylG für zulässig erklärt worden. Mit dem ebenfalls vorgelegten Bescheid des Bundesasylamtes, Außenstelle Graz, vom 27. Dezember 2006 sei der Antrag (vom 20. Dezember 2006) auf internationalen Schutz des im Oktober 2006 geborenen Kindes gemäß § 3 Abs. 1 AsylG 2005 abgewiesen und diesem Kind der Status des Asylberechtigten nicht zuerkannt worden; gemäß § 8 Abs. 1 Z. 1 AsylG sei der Status des subsidiär Schutzberechtigten in Bezug auf den Herkunftsstaat Serbien nicht zuerkannt worden und gemäß § 10 Abs. 1 Z. 2 AsylG sei dieses Kind aus dem österreichischen Staatsgebiet ausgewiesen worden. Mit dem im Instanzenzug ergangenen angefochtenen Bescheid wurden die Anträge des Beschwerdeführers vom 6. November 2006 auf Gewährung der",; EStG 1988 §34 Abs7 Z5
JWR_2008150235_20111124X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Der verheiratete Beschwerdeführer war im Streitjahr 2003 in G, einem im Nahebereich von Wien gelegenen Ort, nichtselbständig beschäftigt. Der (behördlich festgestellte) Hauptwohnsitz der Ehefrau des Beschwerdeführers lag in Wien, während der Beschwerdeführer laut Melderegister im gesamten Streitjahr einzig in J, Steiermark, gemeldet war. Unterkunftgeberin in J war die Mutter des Beschwerdeführers. In der Erklärung zur Durchführung der Arbeitnehmerveranlagung beantragte der Beschwerdeführer den Abzug diverser Werbungskosten, u. a. für Familienheimfahrten und Verkehrsstrafen. Das Finanzamt berücksichtigte im Einkommensteuerbescheid 2003 verschiedene Aufwendungen, darunter die oben genannten nicht als Werbungskosten. In der dagegen gerichteten Berufung verwies der Beschwerdeführer hinsichtlich der Familienheimfahrten auf frühere Berufungen. Darin hatte der Beschwerdeführer den Standpunkt vertreten, dass die Meldeadressen nur sehr eingeschränkt als Beurteilungskriterien für das Vorliegen des tatsächlichen Lebensmittelpunktes herangezogen werden könnten. Dazu verwies er auf den Streit zweier Gemeinden um die Frage der Hauptwohnsitzfeststellung seiner Ehefrau und legte deren Wohnsitzerklärung aus dem Jahr 2001 vor. Der Mittelpunkt der Lebensinteressen des Beschwerdeführers befinde sich (ungeachtet der Verhältnisse seiner Ehefrau) jedenfalls in der Steiermark, während sein Nebenwohnsitz in Wien liege, wo die Familie des Beschwerdeführers den größeren Teil des Jahres lebe. Auf Grund der beengten räumlichen Verhältnisse in Wien befände sich das persönliche Hab und Gut des Beschwerdeführers jedoch in J. Der Beschwerdeführer sei beruflich viel auf Reisen und nütze J als Schlafstätte ""sowie als Ort für das Mittagessen (Eltern)"". In der Wiener Wohnung, die nur eine Größe von 55 m2 aufweise, befänden sich lediglich die wichtigsten Unterlagen des Beschwerdeführers sowie ein PC. Der Grund, warum sich die Familie des Beschwerdeführers für rund 35 Wochen im Jahr montags bis freitags",; EStG 1988 §16 Abs1; EStG 1988 §20 Abs1 Z1; EStG 1988 §20 Abs1 Z2; EStG 1988 §20 Abs1 Z2 lita; EStG 1988 §4 Abs4
JWR_2011150066_20110915X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Aus der Beschwerde und dem in Kopie vorgelegten angefochtenen Bescheid ergibt sich folgender Sachverhalt: Der Beschwerdeführer ist seit vielen Jahren Unteroffizier des Österreichischen Bundesheeres. Bis zum 30. November 2008 befand er sich im Aktivstand. Seine Dienststelle war der Truppenübungsplatz Lizum/Walchen. Im Streitjahr 2008 bezog er im Rahmen seiner nichtselbständigen Einkünfte u.a. Vergütungen gemäß § 75 Abs. 1 iVm § 72 RGV (""Truppenübungsgebühr""). Der Beschwerdeführer ist seit vielen Jahren Unteroffizier des Österreichischen Bundesheeres. Bis zum 30. November 2008 befand er sich im Aktivstand. Seine Dienststelle war der Truppenübungsplatz Lizum/Walchen. Im Streitjahr 2008 bezog er im Rahmen seiner nichtselbständigen Einkünfte u.a. Vergütungen gemäß Paragraph 75, Absatz eins, in Verbindung mit Paragraph 72, RGV (""Truppenübungsgebühr""). Gegen den Einkommensteuerbescheid 2008, mit welchem diese Vergütung als steuerpflichtig behandelt worden ist, brachte der Beschwerdeführer Berufung ein. In der Berufung begehrte er, die Gebühr steuerfrei zu behandeln. Zur Begründung führte er aus, für den Dienst an seiner Dienststelle (Truppenübungsplatz Lizum/Walchen) seien besondere Anforderungen gegeben gewesen. Der Truppenübungsplatz sei mit einem KFZ nur über eine enge, kurvenreiche, steile Bergstraße mit einer Länge von 17 km und einer Gesamthöhendifferenz von 1.400 m zu erreichen. Es verkehrten keine öffentlichen Verkehrsmittel, ein Wohnen im Dienststellenbereich sei nicht möglich, weil dieser zum militärischen Sperrgebiet gehöre. Er müsse die Fähigkeit besitzen, bei witterungsmäßig sehr schwierigen Bedingungen (etwa Lawinengefahr) die Dienststelle zu erreichen. Einsätze seien auch immer wieder erforderlich, wenn es schon Lawinen oder Murenabgänge gegeben habe. Zudem bedeute die rasche Überwindung einer Höhendifferenz von bis zu 1.400 m eine nicht unerhebliche gesundheitliche Belastung. Hinzu kämen die Besonderheiten der Dienstverrichtung in einem Truppenübungsbetrie",; EStG 1988 §68 Abs1; EStG 1988 §68 Abs5; EStG 1988 §77
JWR_2012150230_20151216X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Die Beschwerdeführer erwarben mit Kaufvertrag vom 23. Dezember 2003 eine Liegenschaft samt einem nicht vollständig ausgebauten Bürogebäude. Nach Fertigstellung vermieteten die Beschwerdeführer das Bürogebäude im Rahmen einer (zwischenzeitig beendeten) Gesellschaft bürgerlichen Rechts. In den Erklärungen über die einheitliche und gesonderte Feststellung der Einkünfte der Jahre 2003 bis 2005 gingen sie von einer Nutzungsdauer des Bürogebäudes von 20 Jahren aus und machten jährlich 5 % der angefallenen Anschaffungs- und Herstellungskosten als Absetzung für Abnutzung geltend. Anlässlich einer abgabenbehördlichen Prüfung legten die Beschwerdeführer dem Prüfer ein Gutachten eines Immobiliensachverständigen vor, laut welchem die Restnutzungsdauer des Bürogebäudes zum Stichtag 30. Jänner 2007 22 Jahre betrug. Der Immobiliensachverständige begründete die Restnutzungsdauer zusammengefasst wie folgt: ""Bei dem gegenständlichen Bürogebäude handelt es sich um ein im Jahre 2001 hergestelltes Stahlskeletttragwerk, in welchen erst später Modulcontainer eingeschoben wurden. Dies erfolgte im Jahre 2004 und es ist seitdem der gesamte Gebäudekomplex als beheizter Bürocontainerbau mit verkleideten bzw. verblankten Fassaden auch optisch neu gestaltet worden. Der vorgesetzte Eingangsbereich ist ebenfalls in Modulcontainerbauweise hergestellt worden und als runder Glaskubus technisch mit einem Wintergarten vergleichbar. Der Kern des Stiegenhauses, welcher bereits im Jahre 2001 errichtet wurde, ist in Massivbauweise ausgeführt. Dieser teilt das Gebäude in zwei Hälften. Vorerst wird vom Sachverständigen festgehalten, dass der gegenständliche Bürokomplex überwiegend in Container- also in Leichtbauweise ausgeführt ist. Lediglich ein kleiner Teil des Kernes davon ist in Massivbauweise hergestellt, welcher aber das wirtschaftliche Schicksal des Gesamtobjektes teilt und deshalb mit der wirtschaftlichen Nutzungsdauer des Containertraktes gleichzusetzen ist. Die technische Nutzungsdauer des Tragwer",; EStG 1988 §16 Abs1 Z8 lite; EStG 1988 §7 Abs1
JWR_2014150046_20150528J01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Bei der Mitbeteiligten, einer Gesellschaft mit beschränkter Haftung, die im Streitzeitraum vom Gesellschafter (10 %) und Geschäftsführer Mag. KS vertreten wurde, fand eine abgabenbehördliche Prüfung statt. Der Prüfer stellte u.a. Mängel der Kassabuchführung fest und beurteilte die aufgrund dieser Feststellung - in allen Jahren - als Sicherheitszuschläge vorgenommenen Bruttoumsatzzurechnungen als verdeckte Ausschüttungen. Das Finanzamt folgte dem Prüfer und zog die Mitbeteiligte zur Haftung für Kapitalertragsteuer heran, die u.a. auch auf die Sicherheitszuschläge entfiel. Die Mitbeteiligte berief gegen die Haftungsbescheide und führte in der Berufung aus, das Finanzamt habe die Bescheiderlassung mit einer Haftungspflicht gemäß § 95 Abs. 2 iVm § 95 Abs. 3 EStG 1988 begründet. Dabei habe es übersehen, ""dass die Kapitalertragsteuer ausnahmsweise dem Empfänger der Kapitalerträge vorzuschreiben ist, wenn der zum Abzug Verpflichtete die Kapitalerträge nicht vorschriftsmäßig gekürzt hat"". § 95 Abs. 5 Z 1 EStG 1988 stelle auf rein objektive Momente ab. Der zum Abzug Verpflichtete (Geschäftsführer Mag. KS) habe die Kapitalertragsteuer nicht abgezogen und der Empfänger der Kapitalerträge (wiederum: Mag. KS) habe die Kapitalerträge ungekürzt erhalten. Nach Quantschnigg/Schuch, Einkommensteuerhandbuch, Tz 11 zu § 95, könne bei einer verdeckten Ausschüttung automatisch unterstellt werden, dass es sich um nicht vorschriftsmäßig gekürzte Kapitalerträge handle. Daher liege die Voraussetzung für eine direkte Inanspruchnahme von Mag. KS vor. Dabei handle es sich um eine Ermessensentscheidung der Behörde, die nach Zweckmäßigkeit und Billigkeit auszuüben sei. Hinsichtlich der Zweckmäßigkeit sei zu berücksichtigen, dass sich die Mitbeteiligte derzeit im Konkurs befinde, während Mag. KS uneingeschränkt über sein Vermögen verfügen könne. Auch Billigkeitsüberlegungen sprächen gegen die Inanspruchnahme der Mitbeteiligten. ""Schließlich ist es zur Kapitalertragsteuervorschreibung durch Handlu",; BAO §224; EStG 1972 §95; EStG 1972 §95 Abs2; EStG 1972 §96; EStG 1988 §27 Abs1 Z1 lita; EStG 1988 §93 Abs2 Z1 lita; EStG 1988 §95 Abs2; EStG 1988 §95 Abs3; EStG 1988 §95 Abs4; EStG 1988 §95 Abs5; EStG 1988 §96
JWR_2021130067_20220907L02,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 Die Revisionswerberin ist - nach den Feststellungen des Bundesfinanzgerichts - im Sinne des Doppelbesteuerungsabkommens Österreich-Türkei (DBA-Türkei) in der Türkei ansässig (Mittelpunkt der Lebensinteressen). Die Revisionswerberin hat einen Wohnsitz gemäß § 1 Abs. 2 EStG 1988 in Österreich und ist somit unbeschränkt steuerpflichtig. Sie bezieht u.a. Einkünfte aus einer - teilweise in Österreich, teilweise in der Türkei oder Drittstaaten ausgeübten - nichtselbständiger Arbeit. Im Zuge der Veranlagung der Einkommensteuer 2018 wurde unter anderem der der Türkei nach dem DBA-Türkei zur Versteuerung zugewiesene Anteil der Einkünfte in Österreich zum Progressionsvorbehalt herangezogen. Die Revisionswerberin ist - nach den Feststellungen des Bundesfinanzgerichts - im Sinne des Doppelbesteuerungsabkommens Österreich-Türkei (DBA-Türkei) in der Türkei ansässig (Mittelpunkt der Lebensinteressen). Die Revisionswerberin hat einen Wohnsitz gemäß Paragraph eins, Absatz 2, EStG 1988 in Österreich und ist somit unbeschränkt steuerpflichtig. Sie bezieht u.a. Einkünfte aus einer - teilweise in Österreich, teilweise in der Türkei oder Drittstaaten ausgeübten - nichtselbständiger Arbeit. Im Zuge der Veranlagung der Einkommensteuer 2018 wurde unter anderem der der Türkei nach dem DBA-Türkei zur Versteuerung zugewiesene Anteil der Einkünfte in Österreich zum Progressionsvorbehalt herangezogen. 2 Das Bundesfinanzgericht gab mit dem angefochtenen Erkenntnis der Beschwerde der Revisionswerberin teilweise - in einem hier nicht relevanten Punkt - Folge und berücksichtigte einen Progressionsvorbehalt. Nach Wiedergabe des Verfahrensganges führte das Bundesfinanzgericht aus, das DBA-Türkei enthalte keine Aussage darüber, ob die Besteuerung von Einkünften durch den Staat, aus dem sie stammen, mit oder ohne Anwendung des Progressionsvorbehalts vorgenommen werden solle. Folglich sei die Anwendung des Progressionsvorbehalts nach dem DBA nicht unzulässig. Auch die Kommentare zum OECD-Musterabkomme",DBAbk Türkei 2009; DBAbk Türkei 2009 §22; DBAbk Türkei 2009 §22 Abs1 litd; DBAbk Türkei 2009 §22 Abs2 litb; EStG 1988 §1 Abs2; EStG 1988 §3; EStG 1988 §3 Abs3; OECD-MusterAbk 1977 Art23a Abs3; VwRallg
JWR_2021130018_20250326J01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 Der Mitbeteiligte machte im Rahmen der Arbeitnehmerveranlagung für das Jahr 2019 u. a. Fahrtkosten iHv 6.500 € für die Abholung seines Kindes bei der Kindesmutter in Tschechien als außergewöhnliche Belastung geltend. 2 Im Einkommenssteuerbescheid vom 17. Juli 2020 berücksichtigte das Finanzamt die geltend gemachten Fahrtkosten nicht. Diese seien dem Mitbeteiligten weder aus tatsächlichen, rechtlichen noch sittlichen Gründen zwangsläufig erwachsen und daher keine außergewöhnliche Belastung iSd EStG 1988. 3 In der gegen diesen Bescheid erhobenen Beschwerde brachte der Mitbeteiligte vor, aus dem von ihm vorgelegten Urteil eines tschechischen Kreisgerichtes gehe hervor, dass er die geraden Wochenenden, jeden zweiten Geburtstag, sowie die Zeit vom 25. bis zum 26. Dezember mit seinem Sohn verbringen dürfe. Aus dem Urteil gehe auch hervor, dass er seinen Sohn abholen und wieder zurückbringen müsse. Es stehe außer Frage, dass es sowohl sittlich als auch rechtlich für das Wohl des Kindes das Beste sei, wenn es Kontakt zu seinem Vater habe, noch dazu wenn die Entfernung so groß sei und die Fahrtkosten nicht von beiden Elternteilen geteilt werden müssten. Er habe dem Finanzamt sein Fahrtenbuch vorgelegt, in dem u. a. die Fahrten von und zu seinem Kind angeführt seien. Eine Fahrtstrecke von E (Österreich) nach S (Tschechien) betrage ca. 150 km. Diese Strecke fahre er zumindest jedes zweite Wochenende viermal, woraus sich durchschnittliche jährliche Kosten von 6.500 € (600 km x 27 Wochen x 0,42 € amtliches Kilometergeld) ergäben. Tatsächlich sei er im Jahr 2019 16.099 km gefahren. Dies entspreche einem Kilometergeld von 6.761,58 €. Diese Kosten seien mehr als durchschnittlich, sie seien zwangsläufig aus dem vorgelegten Gerichtsurteil entstanden und würden seine wirtschaftliche Situation erheblich reduzieren. 4 Mit Beschwerdevorentscheidung vom 5. Oktober 2020 wies das Finanzamt die Beschwerde des Mitbeteiligten als unbegründet ab. Aufwendungen für",EStG 1988 §34 Abs1; EStG 1988 §34 Abs1 Z1; EStG 1988 §34 Abs2
JWR_2009150158_20120426X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Beim Beschwerdeführer, einem Einzelunternehmer, der im Streitzeitraum zudem Gesellschafter der M GmbH sowie der M GmbH & Mitges. war, wurde eine Außenprüfung betreffend die Jahre 2001 bis 2003 durchgeführt. Der Prüfer stellte fest, dass der Beschwerdeführer in den Jahren 2001 (36.514,97 S), 2002 (11.432,80 EUR) und 2003 (9.830,43 EUR) Aufwendungen für Reisen nach Singapur, Bangkok, Hongkong, Phuket, Tokio, Taipeh, Kuala Lumpur, Athen und Mykonos geltend gemacht habe, wobei die diesbezüglich vorgelegten Unterlagen betriebliche Aktivitäten des Beschwerdeführers an den Zielorten dokumentierten, nicht aber die ausschließliche bzw. nahezu ausschließliche betriebliche Bedingtheit dieser Reisen. Im Hinblick darauf vertrat der Prüfer die Auffassung, dass die aus den Reisen resultierenden Aufwendungen nicht als Betriebsausgaben abziehbar seien. Der Prüfer stellte weiters fest, dass der Beschwerdeführer im Jahr 2003 eine Prozesskostenrückstellung von 14.000 EUR gebildet habe. Prozesskostenrückstellungen könnten insoweit anerkannt werden, als sie im abgelaufenen Jahr wirtschaftlich verursacht worden seien. Als wirtschaftliche Verursachung gelte nicht das den Prozess begründende Ereignis, sondern die Erhebung der Klage bzw. die Einbringung eines Rechtsmittels. Die Höhe der Rückstellung hänge von den zu erwartenden Kosten ab, wobei nur die das abgelaufene Jahr betreffenden Kosten rückstellbar seien. ""Die vorgelegten Unterlagen würden keine Anhaltspunkte aufzeigen, die eine in diesem Sinne wirtschaftliche Veranlassung der Rückstellungsbildung im Jahr 2003 begründen könnten (laut E-Mail vom 20. Juli 2004 Prozessbeginn frühestens 9/2004)."" Das Finanzamt folgte dem Prüfer und erließ den angeführten - sowie weiteren nicht strittigen - Feststellungen entsprechende Einkommensteuerbescheide für die Jahre 2001 bis 2003. Der Beschwerdeführer berief gegen die angeführten Bescheide und brachte in Bezug auf die Prozesskostenrückstellung im Wesentlichen vor, der der Rückstellung zugrundelieg",; BAO §115 Abs1; BAO §167 Abs2; EStG 1988 §20 Abs1; EStG 1988 §4 Abs4; EStG 1988 §9
JWR_2023130017_20231019J07,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 In ihrer Einkommensteuererklärung für das Jahr 2020 beantragte die Revisionswerberin (unter Hinweis darauf, dass sie die Familienbeihilfe beziehe) für drei Kinder den „ganzen Familienbonus Plus“. 2 Mit Bescheid vom 17. Mai 2021 setzte das Finanzamt die Einkommensteuer für das Jahr 2020 fest und berücksichtigte dabei den Familienbonus Plus - wie beantragt - in Höhe von insgesamt 1.500,48 €. 3 Mit Bescheid vom 18. Jänner 2022 änderte das Finanzamt den Einkommensteuerbescheid vom 17. Mai 2021 gemäß § 295a BAO ab. Berücksichtigt wurde nunmehr ein Familienbonus Plus von 750,24 €. In der Begründung wurde ausgeführt, der Familienbonus Plus könne für drei Kinder jeweils nur zur Hälfte berücksichtigt werden, weil für diese Kinder die andere Hälfte vom Unterhaltszahler (Unterhaltsleister) beantragt worden sei. Mit Bescheid vom 18. Jänner 2022 änderte das Finanzamt den Einkommensteuerbescheid vom 17. Mai 2021 gemäß Paragraph 295 a, BAO ab. Berücksichtigt wurde nunmehr ein Familienbonus Plus von 750,24 €. In der Begründung wurde ausgeführt, der Familienbonus Plus könne für drei Kinder jeweils nur zur Hälfte berücksichtigt werden, weil für diese Kinder die andere Hälfte vom Unterhaltszahler (Unterhaltsleister) beantragt worden sei. 4 Die Revisionswerberin erhob gegen diesen Bescheid Beschwerde. Sie machte geltend, der ehemalige Ehemann und unterhaltspflichtige Vater der Kinder (G) sei seinen Verpflichtungen im Jahr 2020 nicht zur Gänze nachgekommen. Bereits im Jahr 2019 sei er seinen Verpflichtungen nicht nachgekommen, sodass ihm - nach Ansicht der Revisionswerberin - der halbe Kinderbonus nicht zustehe. 5 Mit Beschwerdevorentscheidung vom 24. Februar 2022 wies das Finanzamt die Beschwerde als unbegründet ab. In der Begründung wurde ausgeführt, aufgrund der Aktenlage und den vorgelegten Unterlagen habe der Familienbonus Plus nicht zur Gänze gewährt werden können. 6 Die Revisionswerberin beantragte die Vorlage der Beschwerde an das Bundesfina",AbgÄG 2022; BAO §295a; EStG 1988 §33 Abs3a; EStG 1988 §33 Abs3a Z3; EStG 1988 §33 Abs3a Z3 litd; EStG 1988 §33 Abs4 Z3; EStG 1988 §33 Abs4 Z3 lite idF 2022/I/108; EheG §69a Abs1; FamilienbesteuerungsG 1992; JStG 2018; VwRallg
JWR_2007150196_20091125X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Mit dem angefochtenen Bescheid wies die belangte Behörde die Berufung der beschwerdeführenden GmbH (Beschwerdeführerin) gegen den Haftungsbescheid für Kapitalertragsteuer 2003 als unbegründet ab. Die Beschwerdeführerin sei im Geschäftszweig Verkauf/Vermietung von Liegenschaften tätig; ihre Anteile würden von einem Ehepaar gehalten (nach Ausweis des Verwaltungsaktes von der Ehefrau 25 % und vom Ehemann 75 %). Der Ehemann (in der Folge: Gesellschafter) sei auch handelsrechtlicher Geschäftsführer. Unstrittig sei, dass im Zusammenhang mit dem Projekt S. zwischen der Beschwerdeführerin (als beklagte Partei) und einer Firmengruppe ein gerichtlicher Rechtsstreit wegen Provisionsforderungen anhängig gewesen sei. Auf Grund der zur Sorge Anlass gebietenden Entwicklung des Verfahrens habe ""zur Vermeidung einer Existenzgefährdung"" der Beschwerdeführerin für den Fall ihres Unterliegens ihr Vermögen dem Zugriff der Firmengruppe entzogen werden sollen. Zu diesem Zwecke habe der Gesellschafter im Zusammenhang mit dem genannten Projekt am 10. September 2003 an die Beschwerdeführerin die Rechnung Nr. 1/03 für ""Projektentwicklung, Standortanalyse, Branchenanalyse usw."" im Betrag von EUR 270.000,-- zuzüglich Umsatzsteuer im Betrag von EUR 54.000,--, sohin insgesamt EUR 324.000,-- ausgestellt. Die Beschwerdeführerin habe den Rechnungsbetrag dem Gesellschafter überwiesen. Eine schriftliche Vereinbarung über eine allfällige Rückzahlung sei nicht getroffen worden. Mit dem angefochtenen Bescheid wies die belangte Behörde die Berufung der beschwerdeführenden GmbH (Beschwerdeführerin) gegen den Haftungsbescheid für Kapitalertragsteuer 2003 als unbegründet ab. Die Beschwerdeführerin sei im Geschäftszweig Verkauf/Vermietung von Liegenschaften tätig; ihre Anteile würden von einem Ehepaar gehalten (nach Ausweis des Verwaltungsaktes von der Ehefrau 25 % und vom Ehemann 75 %). Der Ehemann (in der Folge: Gesellschafter) sei auch handelsrechtlicher Geschäftsführer. Unstrittig sei, dass im Zusammenha",; EStG 1988 §93 Abs2 Z1 lita; KStG 1988 §8 Abs2
