id,instruction,input,output
JWR_2009150010_20101221X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Mit dem angefochtenen, im Instanzenzug ergangenen Bescheid wies die belangte Behörde die Berufung der Beschwerdeführerin gegen den Bescheid des Finanzamtes betreffend Umsatzsteuer 2001 als unbegründet ab. In der Begründung führte sie aus, bei der Beschwerdeführerin, einer Kfz-Händlerin, sei im März 2003 eine Betriebsprüfung betreffend die Jahre 2000 bis 2002 u.a. hinsichtlich Umsatzsteuer durchgeführt worden. Hiebei sei festgestellt worden, dass im Juli 2001 ein PKW der Marke Hyundai um S 327.272,74 an eine - näher bezeichnete - Leasingfirma verkauft worden sei. Von dieser sei an Zahlungs statt ein PKW der Marke Mitsubishi ""gegenverrechnet"" worden. Der Restbetrag sei überwiesen worden. Die Abrechnung hätte wie folgt gelautet: ""Kaufpreis Hyundai S 327.272,74 abzüglich S 62.000,-- abzüglich Gegenverrechnung S 95.000,-- zuzüglich Provision S 3.600,-- Überweisung von Leasingfirma S 173.873,--."" Von der Leasingfirma sei über den Verkauf des Mitsubishi eine Rechnung über S 79.166,67 zuzüglich 20 % USt in Höhe von S 15.833,33, insgesamt S 95.000,-- ausgestellt worden. Die Beschwerdeführerin habe einen Vorsteuerabzug in voller Höhe geltend gemacht. Hinsichtlich des Betrages von S 62.000,-- sei kein Vorsteuerabzug erfolgt. Im November 2001 habe die Beschwerdeführerin den Mitsubishi um S 154.000,-- brutto verkauft. Vom zunächst zur Gänze der Umsatzsteuer unterzogenen Verkaufserlös sei ein Betrag von brutto S 62.000,-- auf Erlöse Gebrauchtwagen 0 % umgebucht worden. Der Ankauf des Mitsubishi sei mit Vorsteuerabzug von der Leasingfirma als Eigentümerin erfolgt. Nach Auffassung der Betriebsprüfung lägen die Voraussetzungen einer Differenzbesteuerung gemäß § 24 UStG 1994 nicht vor. Es sei daher eine Aufteilung des Verkaufserlöses in einen umsatzsteuerpflichtigen und einen umsatzsteuerfreien Teil nicht möglich. Nach Auffassung der Betriebsprüfung lägen die Voraussetzungen einer Differenzbesteuerung gemäß Paragraph 24, UStG 1994 nicht vor. Es sei daher eine Aufteilung des Verkaufs",; BAO §167 Abs2; UStG 1994 §1 Abs1 Z1; VwGG §41 Abs1
JWR_2013130039_20160921X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 Im Beschwerdeverfahren ist der Vorsteuerabzug im Zusammenhang mit den Rechnungen mehrerer Baugesellschaften strittig, die im Rahmen einer abgabenbehördlichen Prüfung als Deckungs- bzw. Scheinrechnungen beurteilt worden sind. Die belangte Behörde hat die Unzulässigkeit des Vorsteuerabzuges jedoch im Wesentlichen mit dem Vorliegen von formellen Rechnungsmängeln begründet, insbesondere damit, dass die rechnungslegenden Baugesellschaften an den in den Rechnungen ausgewiesenen Anschriften nicht auffindbar waren bzw. dort keine wirtschaftlichen Tätigkeiten entfaltet haben, wogegen sich die Beschwerde u.a. wendet. 2 Das nach Einbringung der Beschwerde ergangene Urteil des EuGH vom 22. Oktober 2015, C-277/14, PPUH Stehcemp , lässt möglicherweise den Schluss zu, dass es für den Vorsteuerabzug nicht auf das Vorliegen aller formellen Rechnungsvoraussetzungen ankommt oder zumindest die vollständige Anschrift des Steuerpflichtigen keine Anschrift voraussetzt, unter der wirtschaftliche Tätigkeiten entfaltet wurden. Im Hinblick darauf haben die beiden Umsatzsteuersenate des deutschen Bundesfinanzhofes mit zwei Vorabentscheidungsersuchen (Beschlüsse V R 25/15 und XI R 20/14 vom 6. April 2016, vgl. z.B. DStZ 2016, 598 ff, sowie DStR 2016, 1527 f) den EuGH u.a. um die Klärung der Anforderungen ersucht, die im Umsatzsteuerrecht an eine ordnungsgemäße Rechnung zu stellen sind, damit der Leistungsempfänger zum Vorsteuerabzug berechtigt ist. 2 Das nach Einbringung der Beschwerde ergangene Urteil des EuGH vom 22. Oktober 2015, C-277/14, PPUH Stehcemp, lässt möglicherweise den Schluss zu, dass es für den Vorsteuerabzug nicht auf das Vorliegen aller formellen Rechnungsvoraussetzungen ankommt oder zumindest die vollständige Anschrift des Steuerpflichtigen keine Anschrift voraussetzt, unter der wirtschaftliche Tätigkeiten entfaltet wurden. Im Hinblick darauf haben die beiden Umsatzsteuersenate des deutschen Bundesfinanzhofes mit zwei Vorabentscheidungsersuchen (Beschlüsse V R 25/15 und XI",; 12010E267 AEUV Art267; 62014CJ0277 PPUH Stehcemp VORAB; AVG §38; UStG 1994 §11; UStG 1994 §12; VwGG §38b; VwGG §62 Abs1
JWR_2017150071_20190430L02,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 Zur Vorgeschichte wird auf das Erkenntnis vom 23. November 2016, Ra 2014/15/0006, verwiesen, mit dem der Verwaltungsgerichtshof das damals angefochtene Erkenntnis mit der Begründung aufgehoben hat, dass das Bundesfinanzgericht (BFG) hinsichtlich der Wiederaufnahme der Verfahren verkannt habe, dass ein behördliches Verschulden an der Nichtfeststellung der maßgeblichen Tatsachen bzw. Beweismittel im Erstverfahren die Wiederaufnahme von Amts wegen nicht ausschließt. Ausgehend von ihrer unzutreffenden Rechtsansicht hat es das BFG seinerzeit unterlassen, die für und die gegen das Vorliegen eines wirtschaftlichen Eigentums der Leasingnehmerin sprechenden Umstände festzustellen und einer zusammenfassenden Bewertung zu unterziehen. 2 Mit dem nunmehr angefochtenen Erkenntnis wies das BFG die Beschwerden der Revisionswerberin sowohl hinsichtlich Wiederaufnahme der Verfahren (Umsatzsteuer, Feststellung Gruppenmitglied) der Jahre 2008 bis 2010 als auch hinsichtlich der diesbezüglich ergangenen neuen Sach- und Feststellungsbescheide ab. 3 Hinsichtlich der Wiederaufnahme der genannten Verfahren wird begründend ausgeführt, der Verwaltungsgerichtshof habe im Vorerkenntnis das Vorliegen eines Wiederaufnahmegrundes dem Grunde nach bejaht. Zur Frage der Ermessensübung habe sich der Verwaltungsgerichtshof nicht explizit geäußert. Zumal der Verwaltungsgerichtshof die ausführlichen Erläuterungen des Bundesfinanzgerichts zur Ermessensübung nach jeder Richtung unkommentiert gelassen habe, sei davon auszugehen, dass der Verwaltungsgerichtshof den Ermessensakt als in Übereinstimmung mit dem Gesetz stehend beurteilt habe. Das BFG erachte sich daher - anders als von der Revisionswerberin im fortgesetzten Verfahren gefordert - nicht dazu aufgerufen, nochmals die Ermessenskriterien zu erläutern. 4 Zur Frage der Zurechnung des Leasinggebäudes stellte das BFG fest, die Revisionswerberin habe eine Kaution von rund 42 % des Investitionsvolumens geleistet, was für sich allein eine",32006L0112 Mehrwertsteuersystem-RL Art14 Abs2 litb; 62016CJ0164 Mercedes-Benz Financial Services UK VORAB; BAO §24 Abs1 litd; UStG 1994 §2 Abs2 Z2; UStG 1994 §3 Abs1; UStG 1994 §3 Abs7
JWR_2000140044_20040428X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Mit Straferkenntnis des Finanzamtes Linz als Finanzstrafbehörde erster Instanz vom 26. November 1998 wurde der Beschwerdeführer für schuldig erkannt, er habe als Geschäftsführer der Fa. B vorsätzlich unter Verletzung der Verpflichtung zur Abgabe von dem § 21 des UStG 1994 entsprechenden Voranmeldungen für die Zeiträume November 1995, Jänner, Mai, September und November 1996 eine Verkürzung von Vorauszahlungen an Umsatzsteuer in der Gesamthöhe von S 755.525,-- bewirkt, indem er Baustellen zu spät abgerechnet habe; er habe dies nicht nur für möglich, sondern für gewiss gehalten. Er habe dadurch das Finanzvergehen der Abgabenhinterziehung nach § 33 Abs. 2 lit. a FinStrG begangen und es werde über ihn eine Geldstrafe in der Höhe von S 250.000,-- verhängt. Mit Straferkenntnis des Finanzamtes Linz als Finanzstrafbehörde erster Instanz vom 26. November 1998 wurde der Beschwerdeführer für schuldig erkannt, er habe als Geschäftsführer der Fa. B vorsätzlich unter Verletzung der Verpflichtung zur Abgabe von dem Paragraph 21, des UStG 1994 entsprechenden Voranmeldungen für die Zeiträume November 1995, Jänner, Mai, September und November 1996 eine Verkürzung von Vorauszahlungen an Umsatzsteuer in der Gesamthöhe von S 755.525,-- bewirkt, indem er Baustellen zu spät abgerechnet habe; er habe dies nicht nur für möglich, sondern für gewiss gehalten. Er habe dadurch das Finanzvergehen der Abgabenhinterziehung nach Paragraph 33, Absatz 2, Litera a, FinStrG begangen und es werde über ihn eine Geldstrafe in der Höhe von S 250.000,-- verhängt. Die belangte Behörde gab mit dem angefochtenen Bescheid vom 30. Juni 1999 der Berufung gegen das zitierte Straferkenntnis teilweise Folge, hob es hinsichtlich des Schuld- und Strafausspruches auf und sprach den Beschwerdeführer einer Finanzordnungswidrigkeit nach § 49 Abs. 1 lit. a FinStrG für schuldig. Dieser habe als Geschäftsführer der Fa. B betreffend die Monate November 1995, Jänner, Mai, September und November 1996 vorsätzlich Vorauszahlunge",; UStG 1972 DE Erlaß BMF 30.Oktober 1972; UStG 1994 §19 Abs2; UStG 1994 §21 Abs1
JWR_2009160194_20091105X02,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Aus der Beschwerde und dem mit dieser in Ablichtung vorgelegten angefochtenen Bescheid ergibt sich folgender Sachverhalt: Die Beschwerdeführerin betreibt einen Gasthof in einer Tiroler Gemeinde. Sie gab für 1996, 1997 und 1998 Getränkesteuererklärungen ab, in welchen sie lediglich die Bemessungsgrundlagen auswies und die Festsetzung der Getränkesteuer jeweils mit Null beantragte. Mit dem im Instanzenzug ergangenen Bescheid vom 25. Mai 2009 setzte der Gemeindevorstand der mitbeteiligten Gemeinde die Getränkesteuer der genannten Jahre auf Grundlage der in den Abgabenerklärungen ausgewiesenen Umsätze fest. In ihrer dagegen erhobenen Vorstellung führte die Beschwerdeführerin aus, von dem erklärten Entgelt seien jeweils 65 % dem Dienstleistungsanteil (der Restaurantleistungen) und nur 35 % dem Getränkeanteil zuzurechnen. Gemäß § 4 Abs. 2 Tiroler Getränkesteuergesetz könne man die Gesamtleistung aufteilen und nur den auf das Getränk entfallenden Teil des Entgelts der Getränkesteuer unterziehen. Ihrem bereits im Berufungsverfahren gestellten Antrag, eine solche Aufteilung vorzunehmen, sei nicht Folge geleistet worden. In ihrer dagegen erhobenen Vorstellung führte die Beschwerdeführerin aus, von dem erklärten Entgelt seien jeweils 65 % dem Dienstleistungsanteil (der Restaurantleistungen) und nur 35 % dem Getränkeanteil zuzurechnen. Gemäß Paragraph 4, Absatz 2, Tiroler Getränkesteuergesetz könne man die Gesamtleistung aufteilen und nur den auf das Getränk entfallenden Teil des Entgelts der Getränkesteuer unterziehen. Ihrem bereits im Berufungsverfahren gestellten Antrag, eine solche Aufteilung vorzunehmen, sei nicht Folge geleistet worden. Mit dem angefochtenen Bescheid wurde die Vorstellung als unbegründet abgewiesen. Begründend führte die belangte Behörde aus, die Beschwerdeführerin führe einen Gastronomiebetrieb mit ""überwiegender Dienstleistungskomponente"". Restaurantumsätze seien durch eine Reihe von Vorgängen gekennzeichnet, von denen nur ein Teil in der Lieferung von",; 61994CJ0231 Faaborg-Gelting Linien A/S VORAB; BAO §21 Abs1; Getränke- und SpeiseeissteuerG Tir 1993 §4 Abs1; Getränke- und SpeiseeissteuerG Tir 1993 §4 Abs2; UStG 1994 §1
JWR_2007160025_20080710X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Das (damalige) Hauptzollamt Wien teilte mit Bescheid vom 14. Februar 2003 dem Beschwerdeführer mit (Art. 221 Abs. 1 Zollkodex), dass Eingangsabgaben, nämlich Zoll in Höhe von 201,07 EUR und Einfuhrumsatzsteuer in Höhe von 1.426,90 EUR, gemäß Art. 202 Zollkodex iVm § 2 Abs. 1 Zollrechts-Durchführungsgesetz für ihn entstanden seien. Gleichzeitig setzte das Hauptzollamt Wien eine Abgabenerhöhung nach § 108 Abs. 1 Zollrechts-Durchführungsgesetz in Höhe von 160,66 EUR fest. Für die Entrichtung des noch nicht buchmäßig erfassten Gesamtbetrages (1.100,65 EUR) wurde eine Frist von zehn Tagen nach Zustellung des Bescheides eingeräumt. Das (damalige) Hauptzollamt Wien teilte mit Bescheid vom 14. Februar 2003 dem Beschwerdeführer mit (Artikel 221, Absatz eins, Zollkodex), dass Eingangsabgaben, nämlich Zoll in Höhe von 201,07 EUR und Einfuhrumsatzsteuer in Höhe von 1.426,90 EUR, gemäß Artikel 202, Zollkodex in Verbindung mit Paragraph 2, Absatz eins, Zollrechts-Durchführungsgesetz für ihn entstanden seien. Gleichzeitig setzte das Hauptzollamt Wien eine Abgabenerhöhung nach Paragraph 108, Absatz eins, Zollrechts-Durchführungsgesetz in Höhe von 160,66 EUR fest. Für die Entrichtung des noch nicht buchmäßig erfassten Gesamtbetrages (1.100,65 EUR) wurde eine Frist von zehn Tagen nach Zustellung des Bescheides eingeräumt. Der Beschwerdeführer habe die näher angeführten Waren (optische Linsen) ohne Gestellung bei einem österreichischen Grenzzollamt, somit ohne Entrichtung der auf diesen Waren lastenden Eingangsabgaben und dadurch vorschriftswidrig in das Zollgebiet der Gemeinschaft eingebracht. Mit Schriftsatz vom 18. März 2003 berief der Beschwerdeführer gegen diesen Bescheid und brachte vor, er habe durch ein Missverständnis zu Beginn der Geschäftsbeziehung mit einer L AG ""vier bis fünf Mal"" optische Produkte von Ungarn nach Österreich in der Meinung eingeführt, dass eine Zollschuld nicht entstehe. Er sei nicht derjenige, der die Lieferung der Waren durchgeführt habe, denn Lieferan",; UStG 1994 §1 Abs1 Z1; UStG 1994 §1 Abs1 Z3; UStG 1994 §12; UStG 1994 §27 Abs4; UStG 1994 §3 Abs9 idF 1996/756
JWR_2002140111_20030331X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Anlässlich einer bei der BX. Bau GmbH neu (eingetragen im Firmenbuch unter 18xx) durchgeführten abgabenbehördlichen Prüfung wurde anhand von Kontrollmitteilungen festgestellt, dass von dieser Gesellschaft gegenüber der F. GmbH und I. GmbH (auch) im Zeitraum Mai 1999 bis Juli 1999 Umsätze im Ausmaß von rund S 4,3 Mio getätigt worden seien. Anlässlich einer bei der BX. Bau GmbH neu (eingetragen im Firmenbuch unter 18xx) durchgeführten abgabenbehördlichen Prüfung wurde anhand von Kontrollmitteilungen festgestellt, dass von dieser Gesellschaft gegenüber der F. GmbH und römisch eins. GmbH (auch) im Zeitraum Mai 1999 bis Juli 1999 Umsätze im Ausmaß von rund S 4,3 Mio getätigt worden seien. Für das Jahr 1999 wurde die BX. Bau GmbH zur Umsatzsteuer veranlagt, wobei nicht nur die von dieser Gesellschaft (für spätere Zeiträume des Jahres 1999) erklärten, sondern auch die oben erwähnten Umsätze erfasst wurden. In einer dagegen erhobenen Berufung wurde darauf hingewiesen, dass es sich bei den über die erklärten Umsätze hinausgehenden Umsätzen vermutlich um Leistungen handle, welche von der ""vorhergehenden"" BX. Bau GmbH (eingetragen im Firmenbuch unter 12xx, in der Folge BX. Bau GmbH alt bezeichnet), welche per 30. April 1999 in Z Bau GmbH umbenannt und vom neuen Geschäftsführer Vlado M. selbständig weitergeführt worden sei, erbracht und auch von dieser verrechnet worden seien. Mit Berufungsvorentscheidung wurde die Berufung abgewiesen. Begründend wurde ausgeführt, dass die BX. Bau GmbH alt ihren Sitz an der Adresse 1100 Wien, F-Gasse 35/5, gehabt habe, Geschäftsführer und 100 %iger Gesellschafter sei von 24. November 1998 bis 1. Juni 1999 Galib H. gewesen. Mit Vertrag vom 30. April 1999 seien die GmbH-Anteile an Vlado M. übertragen und der Firmenwortlaut auf Z. Bau GmbH umbenannt worden. Mit Gesellschaftsvertrag vom 30. April 1999 sei an derselben Adresse eine neue Gesellschaft unter dem (selben) Namen BX. Bau GmbH gegründet und im Firmenbuch eingetragen worden. Nach Mitteilun",; ABGB §1002; UStG 1994 §1 Abs1 Z1; UStG 1994 §12 Abs1 Z1; UStG 1994 §3 Abs1; UStG 1994 §3a
JWR_2003140013_20060726X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Der Beschwerdeführer betrieb seit 1. März 1998 eine Versicherungsagentur und errichtete ein Wohnhaus. Mit dem angefochtenen Bescheid wurde im Instanzenzug für das Jahr 1997 die Veranlagung zur Umsatzsteuer mangels Unternehmereigenschaft verneint und für die Jahre 1998 und 1999 der Vorsteuerabzug im Zusammenhang mit der Gebäudeerrichtung versagt. Zwischen den Parteien ist strittig, ob die baulichen Investitionen in den Jahren 1997 bis 1999 als unternehmensbezogen ausgeführt gelten und somit die Voraussetzungen für den Vorsteuerabzug vorliegen. Dies verneinte die belangte Behörde mit folgender Begründung: Ob die eine Unternehmereigenschaft begründenden Vorbereitungstätigkeiten in Bezug auf eine Vermietung anzunehmen seien, müsse zum Zeitpunkt der Tätigkeit entschieden werden. Bei der Errichtung von Wohnraum müsse die Absicht künftiger Vermietung entweder in bindenden Vereinbarungen ihren Niederschlag gefunden haben oder auf Grund sonstiger Umstände mit ziemlicher Sicherheit feststehen. Zum Zeitpunkt der ersten Bautätigkeit im Jahr 1997 sei die künftige Vermietungsabsicht jedoch ""in keinster Weise"" erkennbar gewesen, weil laut Bauplan und Baubeschreibung sowie auch laut Baubescheid vom 27. Juni 1997 die Errichtung eines Wohnhauses mit zwei Wohnungen (114 m2 und 121 m2), Garage und Büro vorgesehen gewesen sei. Für 1997 sei keine Umsatzsteuererklärung eingereicht worden und in der für das Jahr 1998 eingereichten Umsatzsteuererklärung vom 5. Oktober 1999 sei eine beabsichtigte Vermietungstätigkeit nicht erwähnt worden. Da der Beschwerdeführer zu diesem Zeitpunkt noch im elterlichen Haushalt gewohnt habe, habe zu diesem Zeitpunkt eine geplante private Nutzung beider Wohnungen durchaus der Lebenserfahrung entsprochen. Erstmals mit Einreichung der Steuererklärung für 1999 am 17. November 2000 sei dem Finanzamt gegenüber die geplante Vermietungstätigkeit erwähnt und im Zuge des Vorhalteverfahrens darauf hingewiesen worden, dass die tatsächlich durchgeführten Bauausführungen",; 61998CJ0400 Brigitte Breitsohl VORAB; EStG 1988 §2 Abs3 Z6; EStG 1988 §28; UStG 1994 §12; UStG 1994 §2 Abs1
JWR_2020130020_20200827L04,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 Im Bericht über das Ergebnis der (Umsatzsteuer und Einkommensteuer für die Jahre 2010 bis 2012 betreffenden) Außenprüfung vom 27. August 2013 wurde festgestellt, der Mitbeteiligte habe als Tankwagenfahrer Mineralölprodukte unrechtmäßig einbehalten und auf eigene Rechnung an verschiedene Abnehmer weiterveräußert. Arbeitgeber des Mitbeteiligten sei die P GmbH gewesen. Aus steuerlicher Sicht liege betreffend den Weiterverkauf der unterschlagenen Mineralölprodukte eine gewerbliche Tätigkeit vor, für die Umsatzsteuer und Einkommensteuer anzusetzen sei. Der Schaden betrage 354.000 €; der Mitbeteiligte habe die unterschlagenen Mineralölprodukte um mindestens die Hälfte des Wertes weiterverkauft, sodass für die steuerliche Bemessung insgesamt von einem Betrag von 177.000 € (als Bruttobetrag) auszugehen sei. Dieser Betrag sei - entsprechend einem im Strafverfahren eingeholten Gutachten - auf die Jahre 2010 bis 2012 aufzuteilen. Als Ausgaben seien insoweit lediglich geschätzte Telefonkosten zu berücksichtigen. 2 Mit Bescheiden vom 29. August 2013 setzte das Finanzamt Einkommensteuer und Umsatzsteuer für die Jahre 2010 bis 2012 fest. In der Begründung verwies das Finanzamt jeweils auf die Feststellungen der abgabenbehördlichen Prüfung (Prüfungsbericht vom 27. August 2013). In den Einkommensteuerbescheiden wurden - jeweils neben den Einkünften des Mitbeteiligten aus nichtselbständiger Arbeit (bezugsauszahlende Stelle: P GmbH) - die Einkünfte des Mitbeteiligten aus der Weiterveräußerung der Mineralölprodukte als Einkünfte aus Gewerbebetrieb ausgewiesen. Dabei wurde auch jeweils ein Gewinnfreibetrag in Höhe des Grundfreibetrags (§ 10 Abs. 1 Z 2 EStG 1988) berücksichtigt. Mit Bescheiden vom 29. August 2013 setzte das Finanzamt Einkommensteuer und Umsatzsteuer für die Jahre 2010 bis 2012 fest. In der Begründung verwies das Finanzamt jeweils auf die Feststellungen der abgabenbehördlichen Prüfung (Prüfungsbericht vom 27. August 2013). In den Einkommensteuerbescheiden wurden",BAO §23 Abs2; UStG 1994 §1 Abs1 Z1; UStG 1994 §4 Abs1
JWR_2001140156_20040428X01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Die beschwerdeführende AG ist Muttergesellschaft eines österreichischen Konzerns, der in der Schuhproduktion tätig ist. Produktion und Vertrieb erfolgten durch die Tochtergesellschaften S-GmbH und O-GmbH. Aufgrund eines Organschaftsverhältnisses sind die Umsätze der Tochtergesellschaften der Beschwerdeführerin zuzurechnen. Im Bereich des Schuhverkaufes der Tochtergesellschaften an die Schuheinzelhändler ist die G-AG als so genannter Zentralregulierer eingeschaltet. Eine Zentralregulierung ist dadurch gekennzeichnet, dass Abnehmer mit Unternehmereigenschaft die Abwicklung des Zahlungsverkehrs für ihre unternehmerischen Einkäufe einer Vereinigung, bei der sie Mitglieder werden, nämlich dem Zentralregulierer, übertragen. Die Zahlungen durch den Zentralregulierer erfolgen dabei in der Regel unter Vornahme von maximalen Zahlungsabschlägen, insbesondere in Form von Skonti. Diese führen grundsätzlich beim Lieferanten zu einer Minderung der Entgelte. Der Zentralregulierer gibt die Skonti in der Regel nicht mit dem vollen, aber mit einem verminderten Betrag an die Abnehmer weiter (vgl Ruppe, UStG2, § 16 Tz 71). Im Bereich des Schuhverkaufes der Tochtergesellschaften an die Schuheinzelhändler ist die G-AG als so genannter Zentralregulierer eingeschaltet. Eine Zentralregulierung ist dadurch gekennzeichnet, dass Abnehmer mit Unternehmereigenschaft die Abwicklung des Zahlungsverkehrs für ihre unternehmerischen Einkäufe einer Vereinigung, bei der sie Mitglieder werden, nämlich dem Zentralregulierer, übertragen. Die Zahlungen durch den Zentralregulierer erfolgen dabei in der Regel unter Vornahme von maximalen Zahlungsabschlägen, insbesondere in Form von Skonti. Diese führen grundsätzlich beim Lieferanten zu einer Minderung der Entgelte. Der Zentralregulierer gibt die Skonti in der Regel nicht mit dem vollen, aber mit einem verminderten Betrag an die Abnehmer weiter vergleiche , Ruppe, UStG2, Paragraph 16, Tz 71). Im Zuge einer den Zeitraum 1993 bis 1995 umfassenden abgabenbehördl",; UStG 1972 §16 Abs1; UStG 1994 §16 Abs1
JWR_2019130072_20200129L01,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"1 Die Revisionswerberin bot in den Streitjahren Baby- und Kleinkinderschwimmkurse sowie Aquapartys in verschiedenen Schwimmbädern an. Für diese Leistungen wurde von ihr der ermäßigte Umsatzsteuersatz in Rechnung gestellt. 2 Nach einer bei der Revisionswerberin durchgeführten Außenprüfung erließ das Finanzamt Umsatzsteuerbescheide für die Jahre 2013 bis 2015 sowie einen Bescheid über die Festsetzung der Umsatzsteuer für den Zeitraum 01 - 03/2016, mit denen die Einnahmen dem Normalsteuersatz unterzogen wurden. 3 Mit rechtzeitig erhobenen Beschwerden beantragte die Revisionswerberin die Anwendung des ermäßigten Umsatzsteuersatzes. Ihre Tätigkeit als Babyschwimmtrainerin mit sportlichem Charakter könne ausschließlich im Zusammenhang mit Schwimmbädern ausgeübt werden und sei somit unmittelbar mit dem Betrieb eines Schwimmbades verknüpft. 4 Mit Beschwerdevorentscheidungen des Finanzamtes wurden die eingebrachten Beschwerden als unbegründet abgewiesen, woraufhin die Revisionswerberin einen Vorlageantrag einbrachte. Darin wurde vorgebracht, dass sie für die Benutzung der Schwimmbäder an den eigentlichen Badbetreiber Entgelte zahlen müsse, wodurch sie sich in derselben Belastungssituation befinde wie ein Badbetreiber selbst. Es liege eine Art ""Kettenüberlassung"" vor. Wenn sie als Einmieter ihre Einnahmen aus den Schwimmkursen mit dem Normalsteuersatz von 20 % versteuern müsse, der Badbetreiber selbst seine Einnahmen jedoch nur mit dem ermäßigten Steuersatz, so führe das zu einer steuerlichen Ungleichbehandlung und daraus folgend einer Wettbewerbsverzerrung zugunsten des Badbetreibers. 5 Nach Vorlage der Beschwerde an das Bundesfinanzgericht wurde vom Finanzamt der Umsatzsteuerbescheid für das Jahr 2016 erlassen. Gegen diesen wurde rechtzeitig Beschwerde mit gleichlautendem Vorbringen erhoben. 6 Mit dem hier angefochtenen Erkenntnis vom 17. Juni 2019 wies das Bundesfinanzgericht die Beschwerden ab und erklärte die Revision für nicht zulässig. 7 Be",31977L0388 Umsatzsteuer-RL 06te AnhH; 31977L0388 Umsatzsteuer-RL 06te Art12 Abs3 lita; 32006L0112 Mehrwertsteuersystem-RL Anh3; 32006L0112 Mehrwertsteuersystem-RL Art98 Abs2; UStG 1994 §10 Abs2 Z6; UStG 1994 §10 Abs3 Z5
JWR_1998130025_20011017X05,Analysiere den folgenden steuerrechtlichen Sachverhalt und nenne die relevanten österreichischen Paragraphen.,"Der Beschwerdeführer hatte im Jahr 1986 Liegenschaftsanteile erworben, um auf der Liegenschaft im Rahmen des Wohnparks F. eine Wohnung zu errichten, Wohnungseigentum an dieser zu erwerben und sie zu vermieten. Mit dem im Instanzenzug ergangenen angefochtenen Bescheid beurteilte die belangte Behörde die im Jahr 1987 aufgenommene Vermietungstätigkeit hinsichtlich der Jahre 1986 bis 1991 sowohl ertrags- als auch umsatzsteuerlich als Liebhaberei, weil nach ""allen Prognoserechnungen"" ein Totalüberschuss frühestens im 23. Jahr zu erreichen sei, es sich dabei aber nicht mehr um einen absehbaren Zeitraum handle, innerhalb dessen eine Tätigkeit geeignet sein müsse, einen Gesamterfolg abzuwerfen, um als Einkunftsquelle beurteilt werden zu können. Der Verwaltungsgerichtshof hat über die dagegen erhobene Beschwerde erwogen: Auch der Beschwerdeführer stützt sich auf eine von ihm vorgelegte Prognoserechnung, nach welcher im Jahr 2008, somit im 23. Jahr nach Anschaffung der Liegenschaftsanteile mit einem Gesamtüberschuss zu rechnen sei. Er meint allerdings, dass die belangte Behörde dieser Prognoserechnung ""entgegengehalten"" habe, dass keine Reparaturarbeiten in Anschlag gebracht worden seien. Dem sei zu erwidern, dass bei Neubauten auf ""gewisse Teile"" wie zB dem Dach der Hersteller 30 Jahre Garantie leiste. Nun ist es richtig, dass der angefochtene Bescheid auch Ausführungen enthält, wonach in der vom Beschwerdeführer vorgelegten Prognoserechnung Aufwendungen für Reparaturarbeiten nicht berücksichtigt worden seien. Dennoch zeigt der Beschwerdeführer mit seinem Vorbringen eine Rechtswidrigkeit des angefochtenen Bescheides nicht auf: Nach der Rechtsprechung des Verwaltungsgerichtshofes (vgl das hg Erkenntnis vom 28. März 2000, 98/14/0217) ist ein Zeitraum von mehr als 20 Jahren nicht mehr als überschaubarer Zeitraum anzusehen, innerhalb dessen bei einer entsprechenden Tätigkeit ein Gesamtüberschuss der Einnahmen über die Werbungskosten erzielt werden muss, um steuerlich eine Einku",; EStG 1972 §2 Abs2; EStG 1988 §2 Abs2; UStG 1972 §2 Abs5 Z2
